Time,Use [kW],HVAC [kW],Lighting [kW],Computers [kW],Kitchen Equipment [kW],Refrigeration [kW],Outdoor Temp [Â°C],Humidity [%],Day Type,Cloud Cover [%],Season
,95.68620918,51.33197434,18.97120095,11.69921784,3.475679715,10.20813634,5.458122058,69.42571586,Weekday,99.77117294,
,91.13966695,44.68305954,19.01196378,15.01869302,5.120895345,7.305055253,6.653601747,63.89033534,Weekday,21.11092457,
,95.82019716,50.10877615,19.50739483,8.542132761,4.276985653,13.38490776,7.156615167,39.71754,Weekday,60.85346883,
,93.3775414,52.62364248,17.04293887,5.222992629,6.024149598,12.46381782,6.662905601,51.65288122,Weekday,42.17155521,
,97.66383517,47.74223049,20.85637282,13.83109873,6.040471241,9.193661886,3.189491171,68.25795566,Weekday,86.41372343,
,89.82647514,48.04008136,20.08987322,7.808385819,3.668412615,10.21972214,5.116288531,56.32878787,Weekday,61.56960172,
,98.79924977,47.97100079,25.02107548,10.56204554,6.785681688,8.459446281,5.255727673,41.3172424,Weekday,57.85460641,
,95.42197312,47.89435691,20.62362681,11.02820903,4.1848365,11.69094388,3.611192551,69.894989,Weekday,99.70342288,
,100.8158105,55.3775806,18.79083651,10.77529824,6.414360464,9.457734675,9.473688246,55.99506613,Weekday,30.19023389,
,83.26149511,50.56898516,15.99182508,5.684790152,0.62265568,10.39323904,9.328148442,49.37758673,Weekday,66.99045275,
,102.7641079,48.4072011,22.06848712,14.08200367,3.98790666,14.21850932,5.288898691,49.59639333,Weekday,50.11394555,
,95.00438318,46.20188379,19.80254406,10.20967859,4.943014255,13.84726248,4.763602146,54.10503336,Weekday,10.89408854,
,212.5983594,88.46893394,47.98866354,45.78107112,18.23604104,12.12364974,7.599578906,33.97034794,Weekday,66.60490481,
,221.8520967,85.50417969,53.7087749,42.11887354,25.57670674,14.94356185,4.135112844,56.80821969,Weekday,2.984246362,
,238.351083,112.7608152,50.21268676,38.2751533,27.16403111,9.938396622,9.575074591,50.20928652,Weekday,24.25469664,
,242.5073003,107.6676837,50.37928272,44.07540622,28.47647925,11.90844844,6.900069374,36.02137415,Weekday,62.46962914,
,229.871853,107.6571463,42.93704103,43.46556649,21.30551034,14.50658885,6.56150345,51.29104596,Weekday,79.69320762,
,206.8753726,90.02990633,46.60153507,40.06871002,22.83042392,7.344797232,7.290696611,60.13770949,Weekday,5.538918112,
,213.7296358,99.89306061,48.81838749,41.38674357,19.4896763,4.141767866,6.489040901,45.72283437,Weekday,93.17466927,
,215.05794,96.46793705,45.50270289,43.57039173,18.60235477,10.91455355,7.463163278,52.60939648,Weekday,69.53777871,
,92.47179682,50.17178675,19.08826688,11.59363102,-0.387865107,12.00597728,2.671552466,56.29911795,Weekday,95.41756656,
,96.34316344,58.66889301,12.03504175,12.66239838,2.2044326,10.7723977,3.302324383,30.18836336,Weekday,90.93796183,
,101.5771396,54.47171087,19.72968956,12.10475403,5.754311047,9.516674047,6.775641687,46.68971509,Weekday,81.45552931,
,81.52564257,47.21508099,15.72290248,8.913162618,-0.153617757,9.828114242,3.809869757,48.27281807,Weekday,99.20482014,
,90.97448889,48.11537995,17.81069507,14.75138034,3.640055536,6.656977985,6.484888662,38.38220591,Weekday,76.74970313,
,90.87482803,44.51013054,15.50205738,11.50916455,6.740335236,12.61314032,5.306997325,36.21356363,Weekday,40.59518779,
,97.98280448,51.57230267,19.95212735,14.85278074,1.371501568,10.23409215,7.400727604,53.73048043,Weekday,27.79376184,
,91.520047,55.2894338,16.15078533,7.96109153,2.827386778,9.291349552,4.795946704,44.62738387,Weekday,60.18326318,
,76.48981177,40.91205957,15.29624193,10.02666261,1.588721167,8.666126492,9.253500051,45.34929534,Weekday,57.29232169,
,105.759043,54.11992806,21.25268668,15.813787,5.517454335,9.055186956,6.23962146,48.31658405,Weekday,44.39565555,
,97.39351549,56.47362522,16.7951479,12.40021921,3.614979272,8.109543888,5.069844418,43.45606926,Weekday,54.16743047,
,97.81875149,48.35198146,19.13912108,12.14861294,4.834305758,13.34473025,6.313991351,34.8506772,Weekday,92.60164522,
,79.27210143,45.36472428,17.85864586,5.735781119,2.322076269,7.990873904,5.732393778,33.96366444,Weekday,76.59389382,
,95.80585041,57.09172378,18.3670945,8.442834202,2.865565821,9.038632104,7.877710742,52.33804112,Weekday,54.33433758,
,88.30601847,48.39323678,15.40619395,10.94691406,3.367228819,10.19244486,4.234627814,69.65276072,Weekday,57.59230634,
,90.66254221,46.0348558,17.80041273,11.19524949,6.301000364,9.331023834,3.613871393,41.28576978,Weekday,86.15449549,
,209.9407509,80.7847562,55.64654634,42.94688262,17.48330893,13.07925683,6.886471183,48.01389757,Weekday,4.26286597,
,213.2958056,86.59179462,47.4825268,52.51062985,20.46226044,6.248593873,10.17998463,37.7216136,Weekday,61.72266366,
,225.9266049,90.32025077,54.71385907,48.97910386,20.75370074,11.15969046,6.3673105,69.55185412,Weekday,51.34856865,
,190.1846153,95.86016672,46.79461707,40.43547331,3.491685635,3.602672531,10.7380715,51.69730449,Weekday,1.429931813,
,196.2561725,100.7926031,42.2359869,34.14202609,11.58287177,7.502684644,8.171298035,31.18329447,Weekday,28.65298378,
,194.078913,87.09202276,44.09609614,38.6813802,14.17128809,10.03812583,5.72136987,61.79190553,Weekday,68.98893421,
,209.6501506,105.2568117,47.31911574,28.26217397,17.35039572,11.46165343,5.690159192,38.30077055,Weekday,3.902284152,
,229.2616626,105.2800872,50.81620113,46.94386239,17.63350628,8.588005602,6.885697837,48.53218809,Weekday,83.2426378,
,91.3056136,50.71616415,17.28328889,10.22631452,6.780098439,6.299747607,4.131435995,50.013249,Weekday,55.23282177,
,78.59190718,43.45931467,16.81663293,8.068967292,1.856371329,8.390620953,5.581507773,65.60559981,Weekday,1.911352992,
,94.40930238,49.95986975,19.93678996,14.09946658,3.396365135,7.016810951,8.799321198,34.62701525,Weekday,59.7035293,
,90.94839678,55.33729658,17.74595662,11.30462833,2.098793228,4.461722023,8.675705713,32.39226894,Weekday,69.93532057,
,83.08689209,41.72258381,17.92759732,7.721951781,4.031209999,11.68354917,5.21475853,47.32282514,Weekday,3.776664843,
,86.18589939,45.90374284,14.57693626,11.28317436,0.868276403,13.55376952,7.748121231,59.74505707,Weekday,28.19499273,
,98.35909592,47.80509258,18.03123746,12.80714003,5.101882857,14.61374299,6.460658006,50.28264003,Weekday,50.22680381,
,89.53326047,45.70409024,19.11927617,13.24968115,2.505888559,8.954324353,4.428878255,32.72951748,Weekday,29.8223044,
,93.95557998,49.28302492,19.00889796,14.35417833,1.232842581,10.07663619,8.305430959,41.4114038,Weekday,55.13923747,
,81.58784969,44.16082539,15.4074281,10.36153455,3.616039483,8.042022166,6.930595498,45.57714825,Weekday,93.13023178,
,89.00314402,45.17159153,19.15890698,12.63713132,3.54774901,8.487765178,5.895042331,46.44619943,Weekday,34.33903251,
,80.9736924,37.09265099,16.40869643,11.82789461,2.142509138,13.50194122,10.52328677,47.21276438,Weekday,62.34912428,
,93.69663375,48.2495459,17.55842837,12.46189364,5.142338415,10.28442743,4.16194047,38.37155673,Weekday,17.48041456,
,92.17786993,46.26619858,24.5542857,11.34172919,1.096505624,8.919150841,7.050357392,42.77643113,Weekday,42.97265335,
,93.71057975,53.4128887,21.59664772,7.614477828,1.532826904,9.553738608,5.729871538,52.49748689,Weekday,8.080859896,
,99.86922862,57.6659616,18.59621701,11.96327522,5.323993242,6.319781555,3.693722611,52.51004447,Weekday,43.21428934,
,222.3024104,113.583169,45.30751195,40.40576552,13.70845389,9.297509996,6.972985225,65.4006206,Weekday,1.930847351,
,211.6485744,90.78380557,53.16392638,37.33552994,17.49427113,12.87104134,11.10318425,57.81586597,Weekday,90.78346984,
,220.4778119,101.7281329,53.15522941,36.64326981,17.09316467,11.85801505,2.719131085,44.39013075,Weekday,1.318761464,
,229.67267,103.5200247,56.23349988,39.34040171,18.35885553,12.2198882,6.535160024,58.25639538,Weekday,8.63425881,
,213.3499079,91.78435909,48.970971,38.25768399,20.90611648,13.43077734,9.306665225,33.96304667,Weekday,72.10066734,
,208.2540234,81.09811705,52.08371724,42.63722062,20.30525326,12.12971527,3.835730524,39.92410868,Weekday,24.269296,
,238.9173267,101.0835822,54.49404642,45.79494894,26.67561544,10.86913373,9.018564217,61.89723006,Weekday,61.39268664,
,205.3834736,88.12207085,43.83560522,44.58129072,18.20594171,10.63856508,3.460395803,40.76592987,Weekday,82.30081347,
,99.46263842,58.68269149,16.48164566,9.109300351,3.375963107,11.81303782,6.040573337,44.14592369,Weekday,29.90127179,
,92.53195994,45.63477292,21.75150654,14.89397862,3.287702805,6.963999051,6.560036584,37.45089989,Weekday,76.7919186,
,101.4746279,45.92921316,23.23446141,15.86270111,5.537047905,10.91120428,1.714851802,40.30377774,Weekday,62.55028812,
,109.588082,55.53834117,22.70797522,16.50299511,7.34197138,7.496799141,7.139904078,57.60197079,Weekday,0.396697315,
,92.08122569,49.85124022,22.94551802,9.375064334,0.164583648,9.744819466,9.394672337,41.93153789,Weekday,12.0455471,
,92.26358103,48.51784814,18.05101763,11.42412994,4.063544672,10.20704064,9.716739092,49.44037977,Weekday,64.09500539,
,91.33894583,48.1916905,17.09000247,14.1020819,5.875551203,6.079619767,7.390838731,45.6721291,Weekday,32.1088508,
,90.65643167,51.658516,14.40051069,9.745089688,3.844245241,11.00807006,6.469961372,56.07473341,Weekday,25.21579289,
,86.2391513,43.54194083,14.68026926,9.971191488,6.605696778,11.44005294,7.521689856,32.5598815,Weekday,54.79403405,
,104.0319368,44.90500474,27.40584769,18.52743826,4.279997,8.913649088,10.67681604,58.39629315,Weekday,82.64917624,
,107.3734791,56.72771463,15.70956807,19.0699581,6.701958126,9.164280167,11.72183045,67.99406401,Weekday,82.15340531,
,81.52546035,39.73018463,20.28856054,10.40776471,0.393396494,10.70555398,5.83296405,54.63839179,Weekday,23.29983104,
,91.30953943,46.10707516,17.183179,16.46319291,2.836900342,8.719192016,12.90738262,44.6648155,Weekday,2.579993184,
,96.73810371,48.89726314,19.66799446,16.03364983,4.797722769,7.341473502,9.96732794,53.97382376,Weekday,91.91227436,
,92.432998,47.99617732,20.56286693,11.27233411,1.546665465,11.05495418,6.384903123,61.05786698,Weekday,9.701724992,
,96.72051006,46.78847525,19.23870917,16.45336979,2.933732037,11.30622381,6.537990881,63.04704989,Weekday,55.16077338,
,205.0047994,97.43052329,44.89440981,39.85132931,13.70847926,9.120057719,6.160450902,62.34105538,Weekday,83.64773367,
,220.3847394,92.3605884,53.28629863,44.87581599,18.58358476,11.27845165,6.951330422,39.38851914,Weekday,5.750341407,
,200.600722,90.96876113,43.36285688,32.36628695,28.52342409,5.379392929,5.645544188,35.36850004,Weekday,96.68105778,
,222.6903499,88.4603992,54.27166837,40.74438052,26.21122816,13.0026736,4.720467158,34.78362021,Weekday,85.92708078,
,215.8255974,94.55939541,46.85937807,45.23854746,13.95726505,15.21101145,9.717611131,35.80799203,Weekday,76.14074884,
,240.9702765,104.3425889,56.08913692,36.4195646,26.61456941,17.50441669,6.095601609,64.48842648,Weekday,66.52896141,
,236.6815522,118.1631,49.91135006,41.61431297,18.17179788,8.82099133,4.340542398,33.55450435,Weekday,81.34794498,
,221.5795822,96.59550921,50.77729013,43.99668379,20.1515188,10.05858025,5.830614157,63.89867342,Weekday,40.58803727,
,99.21656203,51.95430891,20.14953512,15.7392128,-0.689159798,12.062665,7.406679407,35.99563096,Weekday,88.59379416,
,91.63680025,43.68978609,19.77208663,14.75583257,4.217627481,9.201467477,5.341194025,55.3443848,Weekday,97.25169647,
,102.7032605,57.6835032,23.69247215,7.187889856,6.085679609,8.053715733,7.737921521,65.59715812,Weekday,24.63413229,
,97.36529394,53.10228023,15.69357886,14.84502075,5.139792683,8.584621418,7.301202697,45.09671487,Weekday,46.33150927,
,101.6339891,53.91064855,24.88985159,9.373713547,3.629355079,9.830420326,7.215918936,53.67948535,Weekday,4.148474827,
,105.2763231,53.05744128,14.51395874,16.81758518,5.63615002,15.25118791,5.605503664,32.86251676,Weekday,80.25936775,
,92.43296527,45.65712256,27.37366014,8.302933744,1.14325141,9.955997417,11.49678484,67.22362417,Weekday,73.34905121,
,98.04149975,46.422388,21.89794743,11.26804835,4.315606925,14.13750905,6.200138088,38.84447681,Weekday,69.1163152,
,57.72435446,27.21192128,13.3017119,10.55842175,0.043536603,6.608762933,7.102287783,69.39994076,Weekend,54.89654979,
,62.57927898,31.18540083,13.91924816,5.585941581,2.956967258,8.931721154,9.841333039,53.30154859,Weekend,47.84336155,
,59.18258676,30.71678183,14.27904938,5.586694919,0.714403406,7.885657231,8.267980177,35.35127941,Weekend,94.24041666,
,56.97038985,24.75717108,12.41497676,8.927537649,1.50492739,9.365776982,6.091246546,59.23016432,Weekend,39.54722849,
,75.84412926,32.48790662,18.58472764,10.93249644,2.458645554,11.380353,5.85401559,55.80334246,Weekend,65.98515585,
,52.33036353,21.06741341,15.56207857,7.528998438,0.315022965,7.856850142,6.770204548,56.15263898,Weekend,12.98492771,
,65.09479285,33.41996006,13.57044111,4.44429348,2.719369018,10.94072918,6.963041702,49.32635607,Weekend,65.06469455,
,71.60217867,33.79762256,14.7263185,13.23353101,0.774891263,9.06981533,10.14064694,50.92329328,Weekend,6.39427734,
,80.01159902,42.45979563,18.01483006,9.287079177,2.833706067,7.416188087,3.639340137,54.07194032,Weekend,23.15143855,
,60.33552431,23.69066645,17.67599309,7.30433434,2.946877292,8.717653141,6.093425073,30.47004952,Weekend,16.46328497,
,68.57615245,31.87679395,13.66843564,10.86388373,0.90018661,11.26685252,6.192501182,46.84919637,Weekend,33.94257309,
,62.29747197,27.181328,15.35215031,7.949117107,1.192263359,10.6226132,8.660068246,36.39267687,Weekend,63.15910903,
,61.89509164,28.09007963,13.05242554,9.469687909,1.818403174,9.464495388,7.253131093,52.49883599,Weekend,26.34760551,
,64.60629942,29.89565401,15.39530133,6.659609561,1.529401221,11.12633329,7.378121398,48.29746354,Weekend,24.76520697,
,77.5842015,36.64918142,15.36044696,10.84132039,3.143196871,11.59005587,5.756857684,40.77846121,Weekend,21.21155515,
,67.58511452,36.34101479,13.87894705,7.491131665,0.370904593,9.503116433,8.095260397,57.29469715,Weekend,88.21016376,
,62.94250157,34.88229829,11.96905756,5.535568148,0.737642748,9.817934826,3.425952737,62.05391755,Weekend,78.34143097,
,57.50695967,25.00471507,17.65945435,5.981266017,2.367472795,6.494051441,8.618101113,49.58399771,Weekend,61.86006461,
,60.68573666,27.1256029,15.80829823,8.814193626,1.161963796,7.775678113,8.371339904,69.37030755,Weekend,21.67963893,
,60.31015323,31.4015327,12.63459685,8.98312668,1.152600755,6.138296253,7.782151633,36.76746759,Weekend,17.15678322,
,69.48574969,31.24649606,16.0221675,7.874289705,3.852827918,10.48996852,5.275493826,37.18644764,Weekend,86.54804799,
,59.26313093,25.37575071,14.06488806,6.266151754,1.326519962,12.22982045,6.207904328,67.88706234,Weekend,68.38214159,
,58.71859982,18.96260533,15.54883157,14.98195883,1.601288295,7.623915787,9.815647671,44.95034736,Weekend,23.47875674,
,69.33944793,30.05102052,15.18583135,8.477840872,2.729980902,12.89477428,6.149608269,37.76899924,Weekend,22.41202368,
,66.46623986,33.11577993,14.38311856,8.200985077,1.289591777,9.476764521,8.948397183,60.46648278,Weekend,4.001194746,
,65.83992254,31.83212471,15.42092793,7.381483991,2.242889891,8.962496019,9.26341411,41.28343552,Weekend,57.347783,
,65.54156589,35.58792214,11.58337418,6.550617647,0.820926107,10.99872582,7.199722069,61.76666796,Weekend,29.30323569,
,66.0969249,29.54349519,15.06775272,7.515452297,2.713609165,11.25661552,6.55404758,62.5585417,Weekend,71.93984934,
,74.2404142,33.50791376,17.90885016,7.415191833,1.217488366,14.19097009,6.06801599,67.70691903,Weekend,27.73071562,
,79.31937124,40.46945507,14.63551055,10.08428015,4.039647789,10.09047768,7.360813673,45.05740674,Weekend,83.9061093,
,65.40329586,29.68457868,10.63930097,11.13239411,1.191406404,12.75561569,5.761215273,46.65401318,Weekend,25.59436243,
,64.80930725,30.96315127,15.25952656,8.423711371,1.553930085,8.608987961,8.206247949,45.2977452,Weekend,43.45437887,
,72.90474884,36.56886605,15.2222485,8.662640829,2.118431344,10.33256213,9.079294268,63.081063,Weekend,45.03063922,
,55.95919699,18.41882489,15.57235376,10.91109367,2.13024394,8.926680737,9.343276388,67.78831233,Weekend,24.07418217,
,75.05101108,32.46425465,15.09910472,13.15386031,2.342279423,11.99151198,4.389802408,30.15872776,Weekend,47.9066775,
,69.70236898,34.66059843,14.41671874,5.079781932,2.726438801,12.81883108,10.95337068,36.83016985,Weekend,60.38275643,
,64.53276479,27.11588622,19.57563889,7.867818077,1.06443138,8.908990217,5.262301502,52.28061325,Weekend,41.33674057,
,59.12122455,29.55768418,14.11887658,5.891321904,1.579994021,7.973347871,9.731252325,69.55842157,Weekend,51.28975716,
,72.7848182,34.98532755,14.03472783,8.66641965,3.03541775,12.06292542,8.926347892,44.30933003,Weekend,59.65577121,
,57.30537432,23.4667932,14.76863027,6.364900029,3.613962082,9.091088744,5.07807756,54.97466406,Weekend,6.655478499,
,74.13033362,40.49605532,17.31846502,8.837161076,0.13448351,7.344168696,6.265089498,48.03983918,Weekend,86.46386899,
,63.74754134,33.0110808,15.22807342,4.833284559,2.034879717,8.640222837,8.698472396,47.60214035,Weekend,45.01120637,
,60.8537087,24.70185443,11.69225818,10.24537144,0.670563452,13.5436612,6.708113305,31.20702978,Weekend,95.1441033,
,65.13527993,33.38284619,14.10660083,5.705214572,1.210783001,10.72983534,8.578480761,51.60348457,Weekend,1.944445289,
,57.55732813,25.18979477,13.86305764,7.698179343,2.122120987,8.684175392,6.599057303,66.6254857,Weekend,63.23186261,
,59.12195281,28.00873721,10.84783061,4.997257275,2.198567074,13.06956065,3.346364069,35.20345376,Weekend,33.57780568,
,73.81133854,38.82062688,14.81567685,9.197343608,2.006035941,8.971655264,5.599801656,39.68957186,Weekend,56.4524719,
,64.48936719,33.53975499,11.40105944,8.362846546,1.528044848,9.657661363,5.682222738,46.06787687,Weekend,14.73197378,
,88.76258276,47.23872949,12.78538685,8.55972237,5.690910937,14.4878331,5.878500787,31.6881175,Weekday,22.05749643,
,105.056865,53.62459422,26.77384686,11.93556428,4.497032709,8.225826943,8.195768193,39.90617367,Weekday,1.441542675,
,91.56252282,42.57675998,23.62276823,11.6086905,3.17438797,10.57991615,10.69363099,50.12050843,Weekday,32.12953892,
,99.51511836,50.90616852,22.90958234,13.3187511,3.315520036,9.065096353,8.026135994,30.4457637,Weekday,81.69205578,
,91.3426122,46.49287221,18.27833519,13.32588124,3.23664849,10.00887507,9.979279529,56.86346797,Weekday,1.406083336,
,90.87904548,46.16244782,19.31851024,13.08547406,2.608474738,9.70413863,7.082458857,37.44900022,Weekday,19.61386073,
,83.99079238,43.19031118,18.54765482,11.40009283,1.62852981,9.22420374,10.10292163,45.24256143,Weekday,12.61466628,
,99.79260462,49.87526372,19.90605541,16.03256763,3.565451862,10.413266,7.170981593,44.72776333,Weekday,66.48454716,
,229.4374237,98.94462326,52.07576547,45.84960684,19.38973309,13.17769501,6.165601403,44.73846221,Weekday,35.9735161,
,207.9862724,94.69234402,41.40048323,36.28421549,23.26777829,12.34145133,9.574819727,57.38186225,Weekday,34.10868185,
,221.2772499,89.2101891,50.13393798,49.36138509,23.23727771,9.334459992,9.18643387,37.54263925,Weekday,97.61772085,
,204.6215553,84.52333789,54.13777196,36.15780571,18.44963689,11.35300289,9.174576852,36.13567356,Weekday,82.45333345,
,211.9991535,95.95075138,48.93182479,46.15056125,11.98169897,8.984317123,13.23517302,66.08483887,Weekday,62.04489669,
,206.098858,103.0614554,44.17154961,39.03152603,13.21512929,6.619197678,6.077994526,47.60994436,Weekday,19.43398588,
,218.0894966,113.4483123,48.77868807,33.51209706,13.76322268,8.587176442,6.112499408,39.64858388,Weekday,22.01642866,
,264.894314,123.8715464,65.59501808,44.99768899,23.2156518,7.214408723,8.870673064,33.4131284,Weekday,15.64877636,
,90.26276333,48.19949296,21.74677582,8.170897783,4.190828824,7.954767945,11.00977146,36.65155656,Weekday,17.09158239,
,96.80482548,49.56490994,15.05193082,12.47022106,3.374771311,16.34299236,6.573184598,38.55543792,Weekday,64.80867069,
,103.4525786,52.63557457,25.5351706,10.78583465,3.599623088,10.89637564,9.159921529,44.38978724,Weekday,66.59625415,
,99.65844172,50.1204836,21.08715111,9.673900921,5.214248278,13.56265781,9.781496802,48.96260733,Weekday,80.96864154,
,96.28077637,51.64403567,18.15659509,15.45497188,1.132555273,9.89261846,9.648176587,38.04826091,Weekday,56.85291539,
,96.59069227,48.8103527,24.79845992,13.27995824,1.754984587,7.946936823,11.48708305,52.12224747,Weekday,92.75534885,
,78.85241595,40.34182622,18.49166391,14.43802352,-1.820454179,7.401356476,8.19883502,68.98254206,Weekday,25.4257248,
,110.4854317,50.27145447,22.54191439,22.12949747,2.632394583,12.91017079,9.179053011,35.67103213,Weekday,18.2859126,
,94.44201881,51.00636582,23.26071541,10.37807772,1.773658261,8.023201603,8.870922919,45.19363766,Weekday,73.251094,
,83.79065805,45.36163279,17.56408172,9.333277649,2.388842339,9.142823545,9.044632319,33.39129282,Weekday,49.54273905,
,93.48092774,44.6128496,18.68577397,18.20979837,4.170505615,7.802000186,5.120443875,47.38243134,Weekday,9.046259796,
,92.46944916,49.0212949,20.38522927,9.198488143,4.641819322,9.222617528,9.75052531,39.86113613,Weekday,81.7467067,
,96.0192389,48.67666367,19.3772459,13.03178175,5.678612121,9.254935451,7.266712044,69.66712589,Weekday,58.73575534,
,99.26334952,54.77896942,20.68200272,13.03383682,1.304721659,9.463818891,4.386912994,61.07891545,Weekday,98.38006357,
,103.3514785,61.82660201,20.18509002,4.506386176,5.666248144,11.16715216,11.17082365,58.86319059,Weekday,10.37658247,
,99.42410916,53.41828794,19.01403652,13.49326841,3.26734818,10.23116812,8.097434841,54.20785522,Weekday,36.10280645,
,225.894078,92.44877114,56.68885427,43.493041,28.37392254,4.889489067,6.726484192,38.73920589,Weekday,2.372331158,
,233.5982294,97.70535832,56.8062503,45.93294185,23.6997005,9.453978445,8.483879267,56.49649987,Weekday,91.66849751,
,231.8050443,98.18866058,58.07519047,41.32726605,23.5754293,10.63849791,6.170415189,54.33586203,Weekday,59.01450696,
,223.4076912,111.4878997,48.04369883,35.14787298,17.85591944,10.87230033,10.85687591,47.20728364,Weekday,49.24210424,
,185.6212948,77.78572867,47.33531842,29.80058078,20.50575272,10.19391419,8.342586061,40.16960019,Weekday,6.871146801,
,216.9892959,102.9932727,44.7447357,43.98543832,20.27072267,4.995126526,10.09984907,51.28807039,Weekday,47.24005128,
,216.261134,96.75473214,52.10502066,33.51989597,21.68067443,12.20081079,7.871782358,60.13490596,Weekday,31.08960664,
,222.080075,111.4477291,41.44713046,42.08239236,16.73331786,10.36950523,7.625718437,69.3981278,Weekday,73.45291308,
,103.0403932,50.78121866,19.70344002,18.23510997,4.880398379,9.440226212,9.029750754,57.64525857,Weekday,49.51938203,
,100.052715,52.00687286,23.40016966,7.124891873,6.868225612,10.65255499,5.83745293,41.82959742,Weekday,99.42776014,
,92.43929641,53.66332229,23.04471025,5.644058677,3.567352575,6.519852612,5.142805015,63.37750479,Weekday,10.88578201,
,86.28462853,43.55787579,15.75055888,9.783040686,6.891200115,10.30195307,9.498790685,47.28808938,Weekday,99.94549205,
,85.81149872,45.51362827,17.62339564,8.079473917,4.131921108,10.46307978,10.61598254,58.59835164,Weekday,39.12773246,
,96.12615648,52.26837568,18.14419658,12.31347257,0.266662426,13.13344922,7.460825381,55.06889151,Weekday,31.75743021,
,91.99316502,44.49994049,17.82462802,12.45015101,4.235698498,12.98274701,3.564838319,69.9356221,Weekday,72.50142513,
,102.9623001,58.71461277,20.91788606,10.74004638,3.755904832,8.833850029,7.609839664,69.32365053,Weekday,99.20069548,
,97.76168996,50.20637306,19.58803101,13.90247832,3.787059029,10.27774855,8.035836124,46.08774968,Weekday,77.69347467,
,83.44554824,46.15975414,14.84987118,10.44717522,2.088067682,9.900680021,6.297435052,31.54328497,Weekday,24.65435013,
,81.82739514,47.34265346,19.88752452,4.341967958,1.174303328,9.080945883,5.052156629,68.6115872,Weekday,95.65122526,
,90.03083399,51.06187933,13.66244023,13.36453227,5.385897838,6.556084319,6.16755274,69.66509715,Weekday,69.58915777,
,107.0746237,58.4738756,15.45456964,15.89506105,4.696406649,12.55471076,7.437352759,54.64655004,Weekday,17.78667205,
,95.8570294,45.78252552,20.56266114,15.10862646,4.871053842,9.532162444,9.64311353,40.47046075,Weekday,9.175398796,
,99.60726018,56.30506798,16.44037156,13.14680139,0.928602408,12.78641684,5.087640058,55.22571018,Weekday,53.57819016,
,110.1310931,57.89439597,19.98990133,15.09341277,5.572979862,11.58040319,11.29642923,48.98616655,Weekday,10.11478514,
,238.372252,108.7398236,58.00138139,43.09204402,16.7412349,11.79776812,7.14866686,42.68166839,Weekday,97.99130731,
,241.0860303,115.464279,55.64058916,38.30203753,21.36750337,10.31162121,8.263543792,59.52793251,Weekday,59.64289516,
,229.4206376,109.9327422,47.56776548,38.6347462,22.12069753,11.16468624,6.679487581,58.62784267,Weekday,30.48491925,
,230.5980539,111.558917,49.53504503,39.50972338,16.09209525,13.90227323,8.120767701,58.46746614,Weekday,75.59410216,
,227.2291749,106.539436,43.68904012,42.09767739,29.51033011,5.39269128,6.946664058,64.27791447,Weekday,32.84715963,
,218.1665743,91.78579504,52.63471101,48.70221675,19.01302808,6.030823357,7.421687987,36.76199335,Weekday,22.28761401,
,218.1747599,94.74643006,52.215423,37.41637147,25.10541476,8.691120651,11.97149937,67.28895261,Weekday,27.00310685,
,212.7699409,88.2527381,48.77757416,41.49752198,23.02247578,11.2196309,5.968459464,31.05280633,Weekday,59.34056326,
,97.93483486,45.95979906,21.54087434,14.0662027,6.174919154,10.1930396,7.019594617,47.10320274,Weekday,80.3893534,
,93.05303554,51.57136513,18.70078242,10.30001061,1.522922649,10.95795472,10.83349655,30.43838771,Weekday,68.91208696,
,92.05054875,50.85145617,20.31467376,8.82975442,1.914515981,10.14014842,8.228099009,33.41686135,Weekday,73.71041381,
,109.1855011,54.22754035,22.40143606,14.09391673,6.354247673,12.1083603,7.723832621,30.93447309,Weekday,4.794164349,
,89.82125869,46.7177272,18.69663825,9.049807181,6.370209587,8.986876474,5.433596033,63.9741045,Weekday,26.20068252,
,97.27803206,46.26982807,21.20360524,16.02252932,3.662457681,10.11961175,7.959291353,65.39442839,Weekday,14.86206053,
,99.87480893,51.17952392,20.70823056,13.11346677,1.53735133,13.33623635,11.36907764,63.56427507,Weekday,55.32806728,
,85.24395049,43.66578706,16.08080902,10.05422268,6.265712056,9.177419669,11.01678412,68.40728485,Weekday,88.88264213,
,110.3719311,52.33709403,19.52558512,16.42110255,7.000119962,15.08802949,9.705610776,62.8102315,Weekday,10.903006,
,94.46512485,47.71101364,17.7580591,13.19357602,5.629706142,10.17276995,10.44119278,41.49195247,Weekday,11.48585653,
,92.8735179,46.1877175,20.76849343,12.65125672,5.054342707,8.211707538,10.73415381,53.7556319,Weekday,5.661347113,
,90.79824067,47.04298577,17.17969909,10.60946845,3.406382365,12.55970499,8.471933197,61.51394916,Weekday,31.83135985,
,96.83339554,48.79132485,19.43761445,13.82888793,3.917817687,10.85775063,11.85088695,51.20288075,Weekday,7.446584208,
,96.1850289,46.31612951,22.17447281,10.12797707,4.183849852,13.38259966,8.490256891,34.87097603,Weekday,62.08523694,
,89.72715061,45.62302959,19.41251825,10.93377446,5.822302072,7.935526241,9.289310607,58.55888362,Weekday,76.92434337,
,101.6338285,60.3716427,19.28770546,7.424713376,5.760693539,8.789073402,7.041331072,38.64667263,Weekday,64.97310455,
