Time,Day Type,Season,Work Hours,Outdoor Temp [°C],Humidity [%],Energy Consumption [kW],Lighting [kW],Computers [kW],HVAC [kW],Employees Present
2023-04-09 21:00:00,Weekend,Spring,False,16.0,40.27584054503799,39.8,7.6,11.5,17.8,7
2023-04-09 22:00:00,Weekend,Spring,False,15.9,51.81297256549007,24.6,4.5,5.2,9.7,3
2023-04-09 23:00:00,Weekend,Spring,False,13.1,40.44754264224176,5.3,0.7,1.3,2.1,2
2023-04-10 00:00:00,Weekday,Spring,False,13.6,49.606542231901315,44.7,4.8,13.0,19.4,3
2023-04-10 01:00:00,Weekday,Spring,False,18.5,64.31334412654645,64.6,8.8,17.9,19.4,4
2023-04-10 02:00:00,Weekday,Spring,False,14.8,50.28459771109306,67.9,9.7,15.2,26.2,6
2023-04-10 03:00:00,Weekday,Spring,False,12.8,36.0005379876077,45.1,7.8,10.5,20.1,1
2023-04-10 04:00:00,Weekday,Spring,False,18.1,49.952465528941346,93.7,14.9,23.3,33.2,3
2023-04-10 05:00:00,Weekday,Spring,False,13.8,33.39526964648202,33.1,4.0,8.9,14.5,7
2023-04-10 06:00:00,Weekday,Spring,False,17.4,30.0,49.8,8.4,13.6,24.1,2
2023-04-10 07:00:00,Weekday,Spring,False,12.9,38.376437456715664,16.9,1.8,4.9,6.0,2
2023-04-10 08:00:00,Weekday,Spring,False,10.1,64.51449572385988,25.6,4.7,6.0,11.6,3
2023-04-10 09:00:00,Weekday,Spring,True,13.9,42.63201186331577,234.6,24.7,51.3,89.5,62
2023-04-10 10:00:00,Weekday,Spring,True,12.5,67.55266083901907,204.5,36.8,45.1,84.7,68
2023-04-10 11:00:00,Weekday,Spring,True,14.2,59.103976257723055,216.9,34.1,47.3,84.6,47
2023-04-10 12:00:00,Weekday,Spring,True,14.0,66.8686378870339,198.1,38.1,50.6,69.7,53
2023-04-10 13:00:00,Weekday,Spring,True,15.9,30.0,202.6,39.2,47.5,81.9,66
2023-04-10 14:00:00,Weekday,Spring,True,14.4,58.47548443269653,233.9,26.3,51.7,109.8,64
2023-04-10 15:00:00,Weekday,Spring,True,15.1,47.353605242849795,220.8,29.2,50.0,67.8,50
2023-04-10 16:00:00,Weekday,Spring,True,10.0,58.65883350720928,150.0,18.5,42.2,58.7,43
2023-04-10 17:00:00,Weekday,Spring,False,20.3,47.18986562673444,86.5,11.9,22.8,35.0,6
2023-04-10 18:00:00,Weekday,Spring,False,19.8,50.2344914039485,50.0,6.4,12.6,16.9,1
2023-04-10 19:00:00,Weekday,Spring,False,17.2,48.72528801134696,57.3,9.8,16.1,21.1,5
2023-04-10 20:00:00,Weekday,Spring,False,16.4,51.184238164266986,73.0,8.8,20.4,27.1,4
2023-04-10 21:00:00,Weekday,Spring,False,15.4,63.437258574675454,9.0,1.2,2.5,3.6,8
2023-04-10 22:00:00,Weekday,Spring,False,9.8,54.08553659910774,52.8,5.4,11.6,20.8,7
2023-04-10 23:00:00,Weekday,Spring,False,21.2,48.3980611496924,68.8,13.1,19.8,24.5,3
2023-04-11 00:00:00,Weekday,Spring,False,11.9,39.45257001556234,41.0,4.6,8.5,19.0,8
2023-04-11 01:00:00,Weekday,Spring,False,13.4,45.10523920928419,38.6,4.4,10.8,12.0,0
2023-04-11 02:00:00,Weekday,Spring,False,17.1,39.36656284089351,56.0,10.2,11.9,17.0,2
2023-04-11 03:00:00,Weekday,Spring,False,21.1,42.13378314289345,63.2,7.8,17.1,26.7,3
2023-04-11 04:00:00,Weekday,Spring,False,17.2,59.114065699949165,49.0,8.2,11.6,16.6,4
2023-04-11 05:00:00,Weekday,Spring,False,15.5,54.28308459385748,28.4,4.4,8.3,12.5,3
2023-04-11 06:00:00,Weekday,Spring,False,13.9,67.86972892016038,76.8,10.5,22.0,34.4,2
2023-04-11 07:00:00,Weekday,Spring,False,17.4,46.594146367495256,75.5,11.0,18.1,24.2,4
2023-04-11 08:00:00,Weekday,Spring,False,14.3,50.39012749829155,57.0,7.1,11.5,18.2,6
2023-04-11 09:00:00,Weekday,Spring,True,12.4,50.81912094162296,184.5,27.0,47.7,82.4,44
2023-04-11 10:00:00,Weekday,Spring,True,10.2,49.37130554920621,243.9,32.0,53.5,97.4,62
2023-04-11 11:00:00,Weekday,Spring,True,16.9,36.4243482956758,229.2,43.6,64.5,114.1,47
2023-04-11 12:00:00,Weekday,Spring,True,17.9,45.88863171121489,188.1,37.6,41.5,87.0,31
2023-04-11 13:00:00,Weekday,Spring,True,13.0,58.30463492552196,161.0,19.2,34.8,65.1,24
2023-04-11 14:00:00,Weekday,Spring,True,17.7,54.22885572790287,199.6,22.6,53.8,85.6,55
2023-04-11 15:00:00,Weekday,Spring,True,18.2,52.86801021028563,189.5,19.9,49.4,63.6,46
2023-04-11 16:00:00,Weekday,Spring,True,8.3,64.57332318420393,174.5,30.9,49.8,85.9,44
2023-04-11 17:00:00,Weekday,Spring,False,9.9,65.66474993441226,58.2,7.3,17.1,26.4,7
2023-04-11 18:00:00,Weekday,Spring,False,15.0,58.25942583878408,60.3,10.5,15.8,24.9,3
2023-04-11 19:00:00,Weekday,Spring,False,14.0,72.71888626415478,58.4,9.9,14.5,27.2,4
2023-04-11 20:00:00,Weekday,Spring,False,15.1,57.806766909066354,51.8,6.4,15.4,16.3,4
2023-04-11 21:00:00,Weekday,Spring,False,13.8,44.81423786821933,13.9,2.3,4.1,6.6,3
2023-04-11 22:00:00,Weekday,Spring,False,15.1,45.18301575584222,73.6,12.1,15.3,22.7,7
2023-04-11 23:00:00,Weekday,Spring,False,14.4,54.758534302215935,41.5,5.3,11.1,13.6,7
2023-04-12 00:00:00,Weekday,Spring,False,15.4,44.327729958439164,66.1,11.9,18.3,20.5,8
2023-04-12 01:00:00,Weekday,Spring,False,14.7,60.028145455121184,24.2,3.5,7.2,10.6,3
2023-04-12 02:00:00,Weekday,Spring,False,14.2,30.0,72.7,14.0,15.5,31.8,8
2023-04-12 03:00:00,Weekday,Spring,False,20.7,43.81828541407258,50.9,7.1,13.8,23.4,5
2023-04-12 04:00:00,Weekday,Spring,False,10.6,56.33047122183931,28.0,5.3,8.0,8.8,2
2023-04-12 05:00:00,Weekday,Spring,False,21.9,49.73952638466767,31.4,5.8,9.3,9.7,5
2023-04-12 06:00:00,Weekday,Spring,False,12.4,35.856227498291915,33.3,5.3,7.1,14.3,7
2023-04-12 07:00:00,Weekday,Spring,False,13.8,52.01153702063886,18.0,1.9,4.8,7.5,6
2023-04-12 08:00:00,Weekday,Spring,False,13.8,59.0184448435546,17.1,1.9,5.1,5.4,2
2023-04-12 09:00:00,Weekday,Spring,True,19.4,33.25428531698878,187.1,25.3,39.7,71.1,59
2023-04-12 10:00:00,Weekday,Spring,True,16.5,63.151357373622545,211.2,35.5,62.8,99.6,39
2023-04-12 11:00:00,Weekday,Spring,True,17.1,42.61449780794879,201.2,30.6,50.7,76.5,39
2023-04-12 12:00:00,Weekday,Spring,True,19.5,47.52175631303767,205.6,33.2,46.7,79.1,53
2023-04-12 13:00:00,Weekday,Spring,True,12.2,37.25637427784245,218.2,34.0,48.4,98.8,56
2023-04-12 14:00:00,Weekday,Spring,True,15.6,50.59612297174812,196.2,21.4,47.2,70.8,50
2023-04-12 15:00:00,Weekday,Spring,True,20.9,80.0,219.4,26.0,51.6,89.9,61
2023-04-12 16:00:00,Weekday,Spring,True,12.0,46.88896377462716,221.1,35.6,45.5,108.7,56
2023-04-12 17:00:00,Weekday,Spring,False,18.3,50.5266470211467,74.0,10.0,20.2,24.6,2
2023-04-12 18:00:00,Weekday,Spring,False,13.6,41.64424719612215,48.3,6.4,13.4,21.0,7
2023-04-12 19:00:00,Weekday,Spring,False,14.7,38.27877667112184,21.8,2.4,5.0,8.9,6
2023-04-12 20:00:00,Weekday,Spring,False,16.9,51.47694086925955,28.9,5.2,6.3,14.0,3
2023-04-12 21:00:00,Weekday,Spring,False,12.6,44.462417233026336,46.5,6.1,11.1,14.9,8
2023-04-12 22:00:00,Weekday,Spring,False,16.8,52.50496669136707,47.5,6.3,9.7,23.4,4
2023-04-12 23:00:00,Weekday,Spring,False,16.5,42.313215859480216,35.0,7.0,9.7,14.8,3
2023-04-13 00:00:00,Weekday,Spring,False,16.8,51.13304848218221,58.1,6.8,16.4,25.2,5
2023-04-13 01:00:00,Weekday,Spring,False,14.8,30.0,38.1,7.0,7.7,14.7,3
2023-04-13 02:00:00,Weekday,Spring,False,12.2,30.0,65.5,10.5,16.2,28.4,6
2023-04-13 03:00:00,Weekday,Spring,False,15.6,60.69227899388838,27.2,3.4,6.9,8.6,0
2023-04-13 04:00:00,Weekday,Spring,False,15.8,46.3295865810075,43.9,5.8,12.9,14.3,3
2023-04-13 05:00:00,Weekday,Spring,False,19.3,42.25717257690229,64.8,12.2,16.9,25.7,9
2023-04-13 06:00:00,Weekday,Spring,False,19.2,43.67333873603886,67.0,11.6,13.5,29.6,3
2023-04-13 07:00:00,Weekday,Spring,False,13.2,51.2799658748316,44.5,7.3,12.2,15.1,5
2023-04-13 08:00:00,Weekday,Spring,False,18.6,45.2386428798888,59.4,7.8,12.0,27.0,4
2023-04-13 09:00:00,Weekday,Spring,True,15.8,38.27880423336244,207.4,39.3,59.3,100.0,59
2023-04-13 10:00:00,Weekday,Spring,True,18.7,54.920847669139825,153.8,28.7,32.0,67.7,58
2023-04-13 11:00:00,Weekday,Spring,True,17.4,46.628420340919625,203.0,23.2,52.9,97.2,23
2023-04-13 12:00:00,Weekday,Spring,True,18.6,32.26133813426412,177.4,31.6,48.6,70.1,43
2023-04-13 13:00:00,Weekday,Spring,True,13.7,48.787776977044686,216.0,38.7,63.0,107.3,28
2023-04-13 14:00:00,Weekday,Spring,True,14.7,40.86130518840069,237.0,46.3,52.2,110.8,58
2023-04-13 15:00:00,Weekday,Spring,True,15.5,43.44951666989352,216.5,24.9,62.7,84.1,49
2023-04-13 16:00:00,Weekday,Spring,True,14.8,41.25485789927673,247.0,27.8,73.5,111.0,53
2023-04-13 17:00:00,Weekday,Spring,False,18.6,60.11076810156645,43.6,8.4,12.4,17.0,2
2023-04-13 18:00:00,Weekday,Spring,False,15.7,49.42713333748565,42.7,4.8,9.2,15.4,6
2023-04-13 19:00:00,Weekday,Spring,False,18.4,47.01041087009642,60.6,11.2,12.8,19.5,4
2023-04-13 20:00:00,Weekday,Spring,False,17.0,50.48598408982932,77.7,13.6,17.9,25.4,5
2023-04-13 21:00:00,Weekday,Spring,False,13.8,44.68405703469901,85.1,11.5,24.1,36.6,9
2023-04-13 22:00:00,Weekday,Spring,False,18.3,39.33197367511445,83.4,11.2,16.8,40.2,5
2023-04-13 23:00:00,Weekday,Spring,False,11.3,48.47457096335339,65.3,7.3,18.9,30.0,6
2023-04-14 00:00:00,Weekday,Spring,False,15.9,37.0655738369488,78.4,9.2,20.6,23.7,11
2023-04-14 01:00:00,Weekday,Spring,False,16.1,54.12267865263536,54.9,7.9,12.0,21.5,3
2023-04-14 02:00:00,Weekday,Spring,False,16.7,54.10546975983876,86.3,14.9,18.3,31.3,1
2023-04-14 03:00:00,Weekday,Spring,False,16.3,37.284755142461556,18.5,2.9,4.2,6.6,7
2023-04-14 04:00:00,Weekday,Spring,False,16.9,38.2356605689204,72.3,11.0,18.5,24.7,5
2023-04-14 05:00:00,Weekday,Spring,False,17.6,44.71767003485583,65.3,9.3,18.8,30.4,4
2023-04-14 06:00:00,Weekday,Spring,False,14.0,65.28546660891637,26.2,3.7,7.4,9.2,3
2023-04-14 07:00:00,Weekday,Spring,False,16.9,49.455416657299175,46.4,7.5,13.1,19.0,5
2023-04-14 08:00:00,Weekday,Spring,False,15.2,54.65096223672416,60.8,7.0,12.4,21.2,7
2023-04-14 09:00:00,Weekday,Spring,True,11.2,30.0,155.7,28.0,41.3,57.6,49
2023-04-14 10:00:00,Weekday,Spring,True,14.4,40.876804860594056,167.5,19.3,39.2,57.5,57
2023-04-14 11:00:00,Weekday,Spring,True,20.4,52.30247290523331,172.1,23.0,37.1,73.5,60
2023-04-14 12:00:00,Weekday,Spring,True,10.3,63.133405586950204,175.2,28.7,36.4,81.7,55
2023-04-14 13:00:00,Weekday,Spring,True,16.1,63.67671594187318,227.3,39.1,54.6,85.4,47
2023-04-14 14:00:00,Weekday,Spring,True,17.4,53.877786678527414,184.8,23.2,51.8,70.2,64
2023-04-14 15:00:00,Weekday,Spring,True,13.3,65.43980557849186,236.2,30.1,48.4,87.8,43
2023-04-14 16:00:00,Weekday,Spring,True,14.0,69.58512923532268,211.6,32.8,51.1,81.1,36
2023-04-14 17:00:00,Weekday,Spring,False,9.9,48.898546078840035,35.5,4.8,9.6,12.0,3
2023-04-14 18:00:00,Weekday,Spring,False,19.1,57.4979862999094,52.5,9.5,14.6,19.2,4
2023-04-14 19:00:00,Weekday,Spring,False,16.0,36.71991279115764,18.1,3.2,4.8,6.4,5
2023-04-14 20:00:00,Weekday,Spring,False,19.4,65.43499859715568,32.1,5.2,8.5,13.8,4
2023-04-14 21:00:00,Weekday,Spring,False,15.2,58.86989610203815,56.9,7.4,11.7,26.0,1
2023-04-14 22:00:00,Weekday,Spring,False,10.7,57.13601431515538,73.8,9.0,19.2,29.3,6
2023-04-14 23:00:00,Weekday,Spring,False,16.8,49.99525295342837,21.3,3.0,5.1,7.4,4
2023-04-15 00:00:00,Weekend,Spring,False,18.4,60.60908122896441,9.6,1.5,2.6,3.8,7
2023-04-15 01:00:00,Weekend,Spring,False,14.4,59.98729420451253,24.1,2.8,6.0,12.0,7
2023-04-15 02:00:00,Weekend,Spring,False,20.2,40.73460538548395,71.4,9.2,20.4,34.4,1
2023-04-15 03:00:00,Weekend,Spring,False,14.8,52.067182082872286,41.9,7.2,11.3,19.7,1
2023-04-15 04:00:00,Weekend,Spring,False,15.9,54.16088159435763,30.0,3.3,6.4,10.6,3
2023-04-15 05:00:00,Weekend,Spring,False,18.9,46.94765037614579,17.6,3.4,3.7,5.8,3
2023-04-15 06:00:00,Weekend,Spring,False,13.3,62.435985296690866,26.0,3.8,7.7,9.0,3
2023-04-15 07:00:00,Weekend,Spring,False,15.2,69.57287018523587,29.5,3.9,7.0,13.1,4
2023-04-15 08:00:00,Weekend,Spring,False,9.9,62.083997435959226,73.1,8.1,20.3,34.6,5
2023-04-15 09:00:00,Weekend,Spring,False,15.6,40.76792684241582,-2.7,-0.4,-0.6,-1.1,4
2023-04-15 10:00:00,Weekend,Spring,False,14.5,50.42961795443355,1.2,0.2,0.4,0.4,1
2023-04-15 11:00:00,Weekend,Spring,False,14.7,44.74519769870903,19.4,2.9,5.6,7.5,3
2023-04-15 12:00:00,Weekend,Spring,False,17.1,46.09282356355263,57.9,9.7,12.5,22.5,2
2023-04-15 13:00:00,Weekend,Spring,False,12.0,45.710543187361,33.9,5.5,7.0,11.2,5
2023-04-15 14:00:00,Weekend,Spring,False,14.5,61.04599844079969,51.9,9.4,14.3,22.5,7
2023-04-15 15:00:00,Weekend,Spring,False,17.9,40.55412107882219,26.3,4.6,7.3,12.6,6
2023-04-15 16:00:00,Weekend,Spring,False,19.3,42.89021426102153,35.0,3.9,9.6,11.3,6
2023-04-15 17:00:00,Weekend,Spring,False,13.8,51.87445454623225,45.1,4.8,11.1,22.2,4
2023-04-15 18:00:00,Weekend,Spring,False,20.4,68.8858337930925,23.0,2.4,4.6,8.4,5
2023-04-15 19:00:00,Weekend,Spring,False,20.1,64.6699871625035,30.8,3.3,8.8,12.8,4
2023-04-15 20:00:00,Weekend,Spring,False,13.2,55.26902156774753,42.2,6.4,11.5,18.1,5
2023-04-15 21:00:00,Weekend,Spring,False,15.5,41.42368659984995,79.9,8.1,18.9,39.6,1
2023-04-15 22:00:00,Weekend,Spring,False,16.9,54.272120361994,19.3,3.4,5.8,8.5,4
2023-04-15 23:00:00,Weekend,Spring,False,12.0,60.31791672214052,20.0,3.3,5.4,9.8,2
2023-04-16 00:00:00,Weekend,Spring,False,11.6,63.40945345829641,43.8,6.2,9.2,16.6,6
2023-04-16 01:00:00,Weekend,Spring,False,15.9,63.890116829827946,8.7,0.9,1.8,3.3,7
2023-04-16 02:00:00,Weekend,Spring,False,16.5,64.58480098022602,54.3,8.3,12.0,26.0,5
2023-04-16 03:00:00,Weekend,Spring,False,14.5,58.9256463348873,29.9,4.1,8.0,9.8,2
2023-04-16 04:00:00,Weekend,Spring,False,12.0,55.01084018960017,22.4,3.7,5.2,9.4,5
2023-04-16 05:00:00,Weekend,Spring,False,17.1,56.75430699794786,32.1,4.5,8.3,10.8,4
2023-04-16 06:00:00,Weekend,Spring,False,14.4,65.38020555297757,79.6,9.0,19.9,29.7,5
2023-04-16 07:00:00,Weekend,Spring,False,15.3,56.90704810036519,14.0,2.3,3.8,6.5,4
2023-04-16 08:00:00,Weekend,Spring,False,11.8,42.71058356779219,-3.3,-0.4,-0.9,-1.5,5
2023-04-16 09:00:00,Weekend,Spring,False,16.4,58.12068148793543,53.6,8.3,15.8,25.5,5
2023-04-16 10:00:00,Weekend,Spring,False,15.3,38.72391100464629,24.8,2.5,6.2,11.4,5
2023-04-16 11:00:00,Weekend,Spring,False,13.8,50.30773472389851,14.0,2.8,2.9,5.9,4
2023-04-16 12:00:00,Weekend,Spring,False,9.7,38.80560628726325,2.7,0.5,0.8,1.0,2
2023-04-16 13:00:00,Weekend,Spring,False,20.2,61.35444628651999,62.6,8.9,15.3,24.5,7
2023-04-16 14:00:00,Weekend,Spring,False,12.5,54.78800027437503,65.5,11.3,18.1,22.0,4
2023-04-16 15:00:00,Weekend,Spring,False,21.3,59.265341623500575,14.3,1.6,3.9,5.5,3
2023-04-16 16:00:00,Weekend,Spring,False,14.3,56.12389067985665,32.7,3.3,6.6,15.8,4
2023-04-16 17:00:00,Weekend,Spring,False,17.8,46.52132791145194,59.0,8.2,12.5,21.4,2
2023-04-16 18:00:00,Weekend,Spring,False,17.2,55.604787264880365,20.5,3.5,5.3,7.2,2
2023-04-16 19:00:00,Weekend,Spring,False,11.4,51.8051940855587,35.2,5.2,9.0,12.8,4
2023-04-16 20:00:00,Weekend,Spring,False,20.1,52.27501960345957,49.9,6.5,14.5,17.4,2
2023-04-16 21:00:00,Weekend,Spring,False,14.4,54.279581090740514,20.7,2.2,4.8,9.5,3
2023-04-16 22:00:00,Weekend,Spring,False,17.7,48.97987565752539,51.1,6.2,13.9,18.4,7
2023-04-16 23:00:00,Weekend,Spring,False,8.4,47.240742642133625,2.3,0.4,0.6,0.9,5
2023-04-17 00:00:00,Weekday,Spring,False,13.5,44.64080650267481,39.9,6.4,9.4,18.2,4
2023-04-17 01:00:00,Weekday,Spring,False,14.6,54.45603577884849,55.1,5.6,14.8,25.3,2
2023-04-17 02:00:00,Weekday,Spring,False,17.5,44.91734432115916,48.9,8.8,13.9,21.5,6
2023-04-17 03:00:00,Weekday,Spring,False,14.9,55.212380462668705,48.0,7.3,12.8,19.9,5
2023-04-17 04:00:00,Weekday,Spring,False,20.3,57.05755988122061,41.9,4.3,9.2,19.0,9
2023-04-17 05:00:00,Weekday,Spring,False,9.7,71.20099254893614,48.6,7.7,9.7,24.2,4
2023-04-17 06:00:00,Weekday,Spring,False,12.2,57.61765809528572,14.5,2.6,3.7,4.9,3
2023-04-17 07:00:00,Weekday,Spring,False,12.7,34.67280398481549,58.7,11.4,16.9,22.4,6
2023-04-17 08:00:00,Weekday,Spring,False,11.4,55.04682523794709,66.5,11.6,19.2,21.0,4
2023-04-17 09:00:00,Weekday,Spring,True,14.3,61.737778242494855,231.1,26.3,68.4,115.5,44
2023-04-17 10:00:00,Weekday,Spring,True,9.7,45.74696141169028,228.6,27.5,65.4,75.3,74
2023-04-17 11:00:00,Weekday,Spring,True,10.9,58.841144562045116,217.0,41.7,45.4,75.2,60
2023-04-17 12:00:00,Weekday,Spring,True,9.1,54.91306853171392,180.9,25.7,50.6,58.9,48
2023-04-17 13:00:00,Weekday,Spring,True,17.2,63.588322073788376,213.9,24.6,59.5,84.1,54
2023-04-17 14:00:00,Weekday,Spring,True,12.5,56.07505043069453,197.7,20.6,52.7,98.6,62
2023-04-17 15:00:00,Weekday,Spring,True,14.4,50.53308573285059,196.5,20.0,46.8,59.8,34
2023-04-17 16:00:00,Weekday,Spring,True,16.1,51.94320129921071,194.7,32.2,42.4,75.2,25
2023-04-17 17:00:00,Weekday,Spring,False,13.8,51.70574793191249,57.8,6.7,13.3,25.6,2
2023-04-17 18:00:00,Weekday,Spring,False,9.0,49.80673404275292,33.0,6.3,7.8,10.4,3
2023-04-17 19:00:00,Weekday,Spring,False,17.1,38.78112742867965,59.5,8.6,17.0,28.4,3
2023-04-17 20:00:00,Weekday,Spring,False,13.9,54.473422599468655,38.3,6.4,10.6,15.7,7
2023-04-17 21:00:00,Weekday,Spring,False,20.6,61.16501746920695,27.6,3.2,6.2,13.0,5
2023-04-17 22:00:00,Weekday,Spring,False,14.9,58.501920046466736,72.7,8.0,21.0,28.2,7
2023-04-17 23:00:00,Weekday,Spring,False,15.5,49.68443831076693,51.7,5.3,12.8,20.4,7
2023-04-18 00:00:00,Weekday,Spring,False,13.5,47.698265115177506,62.8,10.0,17.4,20.7,4
2023-04-18 01:00:00,Weekday,Spring,False,15.4,43.51613618543113,34.4,3.9,8.9,12.6,4
2023-04-18 02:00:00,Weekday,Spring,False,17.9,40.20004959942438,36.5,3.7,9.8,17.5,7
2023-04-18 03:00:00,Weekday,Spring,False,19.5,56.50740905472114,86.5,17.0,20.8,42.8,5
2023-04-18 04:00:00,Weekday,Spring,False,18.1,52.52596670697503,38.1,7.5,8.5,16.9,4
2023-04-18 05:00:00,Weekday,Spring,False,7.9,46.640815660759905,75.9,11.6,16.7,28.3,3
2023-04-18 06:00:00,Weekday,Spring,False,13.2,54.93872445163834,45.8,4.7,10.0,13.8,3
2023-04-18 07:00:00,Weekday,Spring,False,11.9,56.51377229680499,52.4,8.8,14.1,25.3,5
2023-04-18 08:00:00,Weekday,Spring,False,16.7,68.4222177327853,86.7,10.8,25.3,43.0,2
2023-04-18 09:00:00,Weekday,Spring,True,12.1,35.24005762487906,197.4,21.5,45.0,90.5,41
2023-04-18 10:00:00,Weekday,Spring,True,15.2,40.78479677879334,203.1,28.6,41.5,100.8,37
2023-04-18 11:00:00,Weekday,Spring,True,11.9,78.18960838210799,156.5,27.3,35.9,66.1,53
2023-04-18 12:00:00,Weekday,Spring,True,17.2,49.30705556345529,218.5,30.0,53.2,81.3,74
2023-04-18 13:00:00,Weekday,Spring,True,16.8,52.59588392252153,205.6,24.8,46.4,90.5,67
2023-04-18 14:00:00,Weekday,Spring,True,14.9,54.162263960867115,185.5,36.9,48.2,71.5,49
2023-04-18 15:00:00,Weekday,Spring,True,17.5,42.714031148075065,252.0,33.6,67.9,117.0,43
2023-04-18 16:00:00,Weekday,Spring,True,18.3,43.499721026360035,187.5,30.3,42.8,81.0,39
2023-04-18 17:00:00,Weekday,Spring,False,15.1,42.53187749846224,33.5,4.5,8.7,11.8,4
2023-04-18 18:00:00,Weekday,Spring,False,17.9,33.728408721851224,48.0,8.6,12.2,17.2,5
2023-04-18 19:00:00,Weekday,Spring,False,19.4,60.34278597470339,24.5,2.8,7.1,9.2,5
2023-04-18 20:00:00,Weekday,Spring,False,16.3,66.66995408874843,50.9,9.9,11.6,17.8,9
2023-04-18 21:00:00,Weekday,Spring,False,14.4,43.198399184879115,10.3,1.7,2.5,4.2,6
2023-04-18 22:00:00,Weekday,Spring,False,17.8,64.96136272849894,71.0,10.2,14.3,23.3,6
2023-04-18 23:00:00,Weekday,Spring,False,16.9,55.0195972656555,49.8,5.9,10.1,22.7,2
2023-04-19 00:00:00,Weekday,Spring,False,11.8,65.55912161449298,46.0,8.3,13.1,22.0,1
2023-04-19 01:00:00,Weekday,Spring,False,13.2,54.39738153739077,54.9,9.4,13.5,26.3,4
2023-04-19 02:00:00,Weekday,Spring,False,19.0,59.94835405091216,28.6,4.8,7.9,10.3,1
2023-04-19 03:00:00,Weekday,Spring,False,15.6,55.09611015785263,27.7,4.3,6.5,9.7,8
2023-04-19 04:00:00,Weekday,Spring,False,16.3,43.78233779452179,66.8,12.0,17.7,32.2,5
2023-04-19 05:00:00,Weekday,Spring,False,14.4,53.415566855995635,60.3,11.0,17.4,26.8,4
2023-04-19 06:00:00,Weekday,Spring,False,19.5,55.15687871469036,31.0,5.0,7.9,14.7,2
2023-04-19 07:00:00,Weekday,Spring,False,12.5,65.31092815441141,64.9,11.5,18.7,20.3,6
2023-04-19 08:00:00,Weekday,Spring,False,17.7,55.36490288053473,111.8,16.0,24.5,41.9,4
2023-04-19 09:00:00,Weekday,Spring,True,17.9,40.363581020159614,190.9,35.3,55.3,70.8,63
2023-04-19 10:00:00,Weekday,Spring,True,19.1,46.41508552644244,227.8,36.0,60.1,76.5,41
2023-04-19 11:00:00,Weekday,Spring,True,15.4,58.851192841284714,202.6,26.2,56.4,94.5,32
2023-04-19 12:00:00,Weekday,Spring,True,17.8,46.02222892098819,195.1,21.4,49.2,66.9,52
2023-04-19 13:00:00,Weekday,Spring,True,17.4,48.980026245726656,185.4,36.1,53.3,55.9,50
2023-04-19 14:00:00,Weekday,Spring,True,14.3,51.34897204608816,219.0,42.2,59.3,105.6,62
2023-04-19 15:00:00,Weekday,Spring,True,16.9,33.06231069967553,209.7,29.3,46.8,94.9,49
2023-04-19 16:00:00,Weekday,Spring,True,15.8,53.32391378577087,221.7,36.6,46.7,71.8,56
2023-04-19 17:00:00,Weekday,Spring,False,19.5,64.16061461285746,67.5,7.8,16.6,24.5,5
2023-04-19 18:00:00,Weekday,Spring,False,14.7,30.0,73.2,7.4,18.6,27.6,6
2023-04-19 19:00:00,Weekday,Spring,False,17.4,48.026888192712136,75.2,15.0,16.1,25.5,2
2023-04-19 20:00:00,Weekday,Spring,False,17.2,36.987209069769385,43.2,8.5,10.7,17.7,3
2023-04-19 21:00:00,Weekday,Spring,False,12.5,51.70529791957857,57.6,7.9,15.8,27.4,5
2023-04-19 22:00:00,Weekday,Spring,False,13.4,51.96498761926682,53.5,8.3,14.9,21.0,6
2023-04-19 23:00:00,Weekday,Spring,False,12.1,53.34381328441235,37.4,4.2,9.3,11.8,4
2023-04-20 00:00:00,Weekday,Spring,False,16.2,56.13973750207242,29.3,4.0,5.9,14.6,2
2023-04-20 01:00:00,Weekday,Spring,False,17.8,44.53964763796414,81.0,13.9,22.2,29.5,4
2023-04-20 02:00:00,Weekday,Spring,False,16.6,35.9916629812043,65.0,7.3,16.6,20.0,7
2023-04-20 03:00:00,Weekday,Spring,False,17.7,47.44185611341938,85.7,13.2,23.4,38.2,5
2023-04-20 04:00:00,Weekday,Spring,False,16.5,41.97813605503643,60.5,11.5,17.9,21.6,5
2023-04-20 05:00:00,Weekday,Spring,False,10.9,50.13511323860795,46.5,8.3,13.2,21.4,5
2023-04-20 06:00:00,Weekday,Spring,False,15.5,48.426788937748356,44.0,5.2,8.8,13.5,9
2023-04-20 07:00:00,Weekday,Spring,False,16.5,43.093914542029836,41.6,5.5,11.1,13.1,2
2023-04-20 08:00:00,Weekday,Spring,False,18.2,51.31142089219424,46.7,8.0,14.0,15.3,2
2023-04-20 09:00:00,Weekday,Spring,True,16.4,60.976300237834835,197.5,25.9,55.9,69.9,54
2023-04-20 10:00:00,Weekday,Spring,True,17.8,62.00588864434755,213.6,31.5,62.8,70.1,59
2023-04-20 11:00:00,Weekday,Spring,True,16.8,49.35411212825939,175.3,23.7,40.4,66.1,60
2023-04-20 12:00:00,Weekday,Spring,True,15.7,58.53608042375881,187.8,28.1,43.1,88.3,41
2023-04-20 13:00:00,Weekday,Spring,True,9.4,31.879105808169815,169.9,20.8,49.2,57.4,59
2023-04-20 14:00:00,Weekday,Spring,True,16.0,43.302385812059754,208.7,38.7,56.1,75.9,41
