Time,Use [kW],Day Type,Season,Outdoor Temp [°C],Humidity [%],Lighting [kW],Computers [kW],HVAC [kW],Employees Present,Cloud Cover [%]
,36.20301133,Weekend,Spring,14.9,51.24931662,6,8.1,16.6,4,0.166371798
,80.63627,Weekend,Spring,16.2,48.9309539,15.8,20.6,26.8,2,0.9
,71.61434345,Weekend,Spring,13.4,50.20295434,10,17.9,21.9,3,0.400655002
,31.8011278,Weekend,Spring,16.6,51.76608662,3.3,6.8,12.1,7,0.070931068
,28.81155638,Weekend,Spring,17.8,41.46771186,5.7,6.2,12.9,4,0.802526535
,27.70509178,Weekend,Spring,14.4,41.37787062,5,7.7,9.2,9,0.367637246
,53.92342987,Weekend,Spring,10.5,49.77915872,6,12.9,21.4,4,0.86938275
,0,Weekend,Spring,16.4,54.51320551,-0.4,-0.6,-0.9,6,40.89028749
,33.8133165,Weekend,Spring,13.6,55.38134477,4,8.4,13.3,4,0.787958533
,0,Weekend,Spring,15.9,56.24130578,-1.1,-2.9,-5,9,0.31386637
,35.71285303,Weekend,Spring,15.1,62.38041683,4.9,7.5,14,4,0.720057727
,33.214442,Weekend,Spring,10,38.49112541,5.3,9.8,10,3,0.87
,61.52526592,Weekend,Spring,15.7,56.97959744,6.6,17.9,23.4,4,0.821655896
,36.50272915,Weekend,Spring,17.7,56.62843182,5.3,10.3,13.3,2,0.149542438
,43.401085,Weekend,Spring,13.4,50.63419136,6.9,12.3,18.9,3,0.05
,56.71072638,Weekend,Spring,8.7,56.51351069,6.2,11.9,23.3,5,0.378355424
,40.71730566,Weekend,Spring,16.2,44.48697764,4.6,12.1,17,6,0.850401052
,25.40040046,Weekend,Spring,14.2,44.6186496,4.2,5.7,10.2,6,0.031532271
,3.601607276,Weekend,Spring,20.5,60.78931389,0.5,0.8,1.2,0,0.892931012
,16.600664,Weekend,Spring,11.4,54.53862026,3.2,3.3,5.3,5,0.08
,65.61272053,Weekend,Spring,21.1,55.95278502,7.4,18.3,27.4,6,0.387821089
,21.00333669,Weekend,Spring,17.7,45.44671683,4,6.3,10.2,4,0.317780141
,19.30386575,Weekend,Spring,15,46.84673641,2.7,4,8.8,4,0.400595374
,52.52617505,Weekend,Spring,12.8,44.6419516,6.9,15.3,23.7,4,0.997144587
,23.900239,Weekend,Spring,12.7,47.59799021,4.7,5.7,8.6,7,0.02
,0,Weekend,Spring,14.7,59.08189923,-2.1,-3.4,-7.4,6,55.34539143
,0,Weekend,Spring,18.6,42.11094294,-0.7,-1.2,-2,8,77.32248608
,15.60597033,Weekend,Spring,11.4,44.92674058,1.9,4.3,7,6,0.765427555
,47.71594259,Weekend,Spring,14.6,50.99396505,8,13.3,20.2,1,0.668452312
,41.50260326,Weekend,Spring,12.6,60.66750077,4.3,8.7,18,8,0.12545809
,19.5043875,Weekend,Spring,13.9,52.7954362,3.8,5.8,6,5,0.45
,31.01164189,Weekend,Spring,17.3,33.24986416,3.7,6.4,11.9,7,0.75108953
,37.31754683,Weekend,Spring,14.8,71.70490382,6.5,9,14.4,4,0.940848673
,8.302832169,Weekday,Spring,16.4,59.64157558,1,2.4,2.9,4,0.68245042
,12.2022383,Weekday,Spring,14.9,53.66926599,1.5,3,5.5,3,0.366933684
,50.70276068,Weekday,Spring,10.2,42.2382708,8.6,14.9,18.5,7,0.108902512
,48.02106391,Weekday,Spring,7.6,58.04480771,8,12.5,17.9,7,0.877663061
,65.322855,Weekday,Spring,12.9,58.29654133,9.3,15.5,27.6,3,0.7
,4.7010105,Weekday,Spring,19,54.50298103,0.8,1.4,1.6,7,0.43
,57.10720202,Weekday,Spring,18.7,39.23805663,6.8,14.7,17.3,2,0.252259973
,29.60863004,Weekday,Spring,13.5,35.20729675,5.9,8.2,11.4,1,0.583110715
,55.60161917,Weekday,Spring,17,54.75853769,6,14.9,24,1,10.90846912
,184.3158526,Weekday,Spring,17.4,56.25514597,29.3,44.9,81,28,89.7488958
,221.2925261,Weekday,Spring,18.3,59.32919255,36.2,60.3,89.8,56,0.836583412
,222.4315653,Weekday,Spring,15.6,46.62625519,26.2,62.1,102.6,30,35.05549249
,195.2192318,Weekday,Spring,12.5,30.09617861,21.5,48.1,91.6,44,51.69975617
,162.26488,Weekday,Spring,21.6,44.51061841,27.4,44.5,65,54,0.8
,222.1773227,Weekday,Spring,16.7,51.15069968,41,44.5,84,41,0.696287428
,204.298016,Weekday,Spring,15.1,30,23.4,49.3,68,45,0.96
,253.0849079,Weekday,Spring,15.1,59.08812583,46.9,65,98.9,63,85.57814463
,56.71816978,Weekday,Spring,15.2,61.56528053,8.7,12.4,17.8,5,0.640909274
,77.821006,Weekday,Spring,17.8,31.14761567,10.3,17.9,35.8,6,0.54
,58.85150611,Weekday,Spring,12.9,40.932524,6.3,11.9,22.3,1,12.01730278
,5.401072631,Weekday,Spring,18,43.14832762,0.8,1.2,2.2,6,0.397270652
,33.31013092,Weekday,Spring,14.1,44.14023032,5.6,6.9,15.8,6,0.608463705
,24.80507853,Weekday,Spring,13.2,56.55350878,3.4,6.7,8.3,3,0.409558733
,12.82801716,Weekday,Spring,16.5,44.49006197,1.6,3.2,6.2,2,4.37768055
,54.6246482,Weekday,Spring,20.6,44.75115234,7.2,16.3,18.3,2,0.90286451
,53.21544771,Weekday,Spring,18.3,46.96467285,5.8,11.2,21.8,4,0.580740996
,28.406816,Weekday,Spring,14,74.81179714,4.7,6.7,10,5,0.48
,57.01867794,Weekday,Spring,22.6,73.90486338,7.8,12.9,18.1,1,0.655366254
,23.81067808,Weekday,Spring,17.2,62.52103857,2.5,5.9,10.7,4,0.897317386
,69.60470688,Weekday,Spring,17.7,48.70232606,7.8,17.5,33.3,4,0.135255202
,84.4078785,Weekday,Spring,14.5,39.70051115,14.4,20.7,28.2,3,0.186694297
,85.6107978,Weekday,Spring,12.9,40.00435117,14.7,24.3,40,2,0.252285032
,55.0177335,Weekday,Spring,13.6,54.86926358,7.1,12.8,17,2,0.644854678
,196.8552558,Weekday,Spring,16.7,39.86272175,18.9,47.5,70,46,90.86835656
,192.0107118,Weekday,Spring,19,39.03025245,28.2,53.6,90.6,48,0.11158081
,192.8811057,Weekday,Spring,15.5,48.80425269,37.1,56.4,61.6,48,0.841345206
,241.6331367,Weekday,Spring,15.9,50.55155319,33,70.2,109,73,59.08084099
,215.3886368,Weekday,Spring,18.1,55.67559472,36.6,58.2,64.8,65,0.823379555
,176.2809995,Weekday,Spring,8.1,60.17625181,29.5,46.5,83.4,42,0.919404383
,229.3643173,Weekday,Spring,7.7,58.92659022,43.4,58.9,87,33,0.560988563
,189.8803386,Weekday,Spring,14.3,38.23664435,25.4,45.3,75.1,48,0.846561022
,56.85383899,Weekday,Spring,9.4,42.51893698,6.7,14.4,19.4,3,82.55820472
,73.215372,Weekday,Spring,11.6,65.59639433,13.7,19.4,23.9,3,0.42
,50.60908449,Weekday,Spring,15.1,52.27900032,8,12.7,23.8,2,0.359070806
,39.11564,Weekday,Spring,12.2,63.65294575,6,10.6,17.2,5,0.8
,39.60665124,Weekday,Spring,12,47.59780573,6.9,11,13.3,6,0.335921282
,32.1081855,Weekday,Spring,18.6,45.79487109,5.3,6.8,14.5,6,0.51
,35.30124418,Weekday,Spring,15.9,30,4.8,8.4,16.8,6,0.070491799
,45.40378543,Weekday,Spring,8.8,63.76661564,9.1,9.7,20.7,7,0.166758923
,48.41542313,Weekday,Spring,18.2,52.16144333,7.6,10.8,15.5,2,0.637319528
,64.101282,Weekday,Spring,15.1,50.89610125,9.1,18.3,19.4,5,0.04
,49.80314422,Weekday,Spring,17.8,34.23669514,5.4,10.3,18.7,3,0.126274049
,42.00094165,Weekday,Spring,11,56.1673714,7.5,10.8,13.6,5,0.044840437
,61.20696758,Weekday,Spring,15.6,51.27194276,11.2,17.9,19.8,6,0.227698713
,52.201827,Weekday,Spring,14.7,49.33839329,8.6,14,24.6,2,0.07
,72.7303194,Weekday,Spring,16.6,46.13031225,7.8,21.6,31.8,4,0.834096247
,64.80581649,Weekday,Spring,14.7,30,11.1,17.2,25.2,5,0.179521421
,157.8743724,Weekday,Spring,11.2,46.38454156,22.9,46.3,57.1,46,46.33016701
,204.6073169,Weekday,Spring,14.1,39.25439675,23.1,60.4,67.7,59,30.84185509
,217.436958,Weekday,Spring,15.7,57.56637375,23.1,51.3,100.2,65,0.34
,205.5185903,Weekday,Spring,8.8,48.16125878,26.9,44,79.5,50,83.31059645
,209.1985617,Weekday,Spring,10.1,42.71338723,35.5,54.1,102.9,61,0.942722808
,177.064605,Weekday,Spring,14,58.41296391,28.2,48.2,53.4,39,0.73
,210.0486635,Weekday,Spring,17.4,39.29781397,26,59.7,79.2,39,0.463462377
,237.6911558,Weekday,Spring,13.8,59.9629183,30.8,46,71.5,48,89.59257847
,32.58867682,Weekday,Spring,9.1,59.16440316,5.7,8.8,14.7,5,95.73484384
,58.46935441,Weekday,Spring,14.2,43.1140477,10.3,14.1,21.7,3,91.92681259
,33.20561792,Weekday,Spring,14.5,52.80106284,6.1,7.1,13.8,7,0.338429179
,53.92117162,Weekday,Spring,12.8,37.05783532,8.6,13.4,23.7,6,0.78558869
,17.20460891,Weekday,Spring,14.5,62.24646043,2.4,4.1,6.2,3,0.535920326
,38.90052976,Weekday,Spring,14.2,61.25395571,7.1,7.8,16.3,6,0.027237103
,65.602952,Weekday,Spring,14.2,49.88095573,11.6,19.2,28.5,0,0.09
,40.70980871,Weekday,Spring,15.6,47.49766104,5.7,9.5,14,5,0.48200027
,49.42696996,Weekday,Spring,12.5,57.59347512,7.4,13.2,23.5,3,5.150911248
,72.90795675,Weekday,Spring,9.8,30.45162764,12.4,16.3,30.7,4,0.218292064
,56.20385287,Weekday,Spring,7.8,47.61498686,10.6,14.9,18.2,3,0.137112697
,62.82364743,Weekday,Spring,17.2,47.78639683,10.1,14.8,22.3,5,0.753102723
,25.91043417,Weekday,Spring,11.6,43.99616738,3,5.5,10.5,4,0.805727077
,45.600684,Weekday,Spring,16,62.08733476,8.4,11.1,16.5,6,0.03
,43.26220862,Weekday,Spring,17.6,49.60173464,4.6,12.4,18.5,5,31.08960664
,56.09112916,Weekday,Spring,13.6,45.86383873,6.1,15.3,21.2,3,50.8639548
,201.4390967,Weekday,Spring,19,30,29.7,42.4,83.9,64,0.388249218
,198.260451,Weekday,Spring,18.8,53.97418112,37.8,48.5,75.9,38,0.61
,207.0828323,Weekday,Spring,18.9,46.6561947,27.4,42.4,88.1,43,0.800312241
,231.8474904,Weekday,Spring,20.1,48.45702057,44.2,56,85.9,35,24.86891218
,181.5314165,Weekday,Spring,19.4,54.64444718,22.9,43.2,71.8,56,0.346187384
,199.6051545,Weekday,Spring,18.1,37.57985845,36.2,49.6,64,48,0.051648175
,185.5233661,Weekday,Spring,8.7,47.86619422,27.4,54.1,89,58,0.25192537
,249.698592,Weekday,Spring,14.5,46.72458753,34.3,56.9,96.6,53,0.79
,7.755104235,Weekday,Spring,17.1,53.30821497,1,2.1,2.7,4,95.97411764
,27.10388267,Weekday,Spring,14.7,41.20902447,5.1,7.8,9.8,4,0.286543842
,27.70380863,Weekday,Spring,12.1,45.16429319,3,6.9,11.9,4,0.27499113
,70.12002954,Weekday,Spring,17.1,62.50567674,10.3,16.1,31.5,4,0.571456081
,83.12177423,Weekday,Spring,21.4,40.91022987,14.3,21,37.2,3,0.524048929
,57.21069676,Weekday,Spring,15.5,60.96135509,9.1,15.2,24.1,2,0.374012424
,53.81372622,Weekday,Spring,13.5,60.90175716,6.5,14.4,21.9,7,0.510268228
,49.32016758,Weekday,Spring,18.5,80,7.8,13.6,22.9,7,0.818157368
,48.6028152,Weekday,Spring,15.1,56.99904635,5.5,14.1,16.6,1,0.115852038
,75.42259881,Weekday,Spring,17.7,52.39344547,11.3,16.7,28.6,8,66.37257019
,30.41135823,Weekday,Spring,9.3,61.38406471,4.5,7.6,10.4,7,0.747252075
,64.81624851,Weekday,Spring,13.4,46.14320931,12.4,14.9,23.9,5,0.501497096
,14.30667138,Weekday,Spring,14.3,53.25902756,2.5,3.6,5.3,5,0.933060798
,69.20732566,Weekday,Spring,10.5,41.9777172,8,15.1,27.8,7,0.211724296
,29.602664,Weekday,Spring,12.1,70.65966611,4.1,7.9,14,7,0.18
,33.5132325,Weekday,Spring,14.6,39.50728675,5.6,7.2,12.7,5,0.79
,229.9607015,Weekday,Spring,15.5,55.8230048,42.2,59.1,109.3,52,10.14599225
,166.9718984,Weekday,Spring,15.8,52.75904305,19.4,41.7,75.9,53,0.861574804
,219.9990684,Weekday,Spring,17.3,39.85113671,41.7,58.8,109.5,59,0.901031294
,194.7008451,Weekday,Spring,19.3,40.56752045,31.9,51,94.4,49,0.008681209
,220.1056,Weekday,Spring,17,38.90866753,35.2,55.9,74.4,46,0.96
,206.1218328,Weekday,Spring,10,42.44320564,38.2,46.9,86.6,53,0.21186654
,192.18287,Weekday,Spring,14.6,50.08006481,28.9,54.3,77.5,35,0.862779911
,182.8767524,Weekday,Spring,12.1,53.36142914,26,45.3,59.3,58,0.839741562
,17.30074337,Weekday,Spring,12.5,52.47412535,2.4,3.8,5.6,2,23.47875674
,30.01461598,Weekday,Spring,15.7,52.51712068,5.3,6.9,10.8,1,41.81061103
,32.80082,Weekday,Spring,15,60.03459352,3.4,8.3,16.4,5,0.05
,28.11136446,Weekday,Spring,17.7,51.74223163,3.2,6.7,10.4,4,0.808858539
,64.73221413,Weekday,Spring,13.1,57.5033107,10.6,16.8,28.5,4,0.995799863
,71.59732402,Weekday,Spring,17.4,55.91096931,7,16,24.8,6,34.01488682
,54.9013725,Weekday,Spring,13.6,55.91684911,7.3,14.3,25.3,9,0.05
,39.01319673,Weekend,Spring,12.4,56.92172899,6.7,8,17.1,3,0.67675544
,35.006125,Weekend,Spring,17.5,52.03541504,5.9,10.5,14,3,0.35
,45.80875745,Weekend,Spring,21,37.01439621,8.6,9.4,18.3,7,26.93617055
,26.90075217,Weekend,Spring,15.2,58.80557993,4.5,6.8,8.4,6,0.055923275
,44.21312783,Weekend,Spring,12.2,66.02198322,8.5,10.1,17,5,0.594019655
,37.10360765,Weekend,Spring,16.8,39.11551259,4.6,8.2,17.5,4,0.194482231
,37.9062535,Weekend,Spring,14.3,58.82966402,4.3,9.7,12,8,0.33
,36.70934964,Weekend,Spring,16.4,50.29050811,4.8,8.4,16.9,4,0.509516974
,34.16125054,Weekend,Spring,15.5,53.92435865,3.9,9,16.1,6,89.37312185
,15.40111074,Weekend,Spring,19.5,61.58428695,2.2,3.1,6.6,4,0.144251314
,27.807367,Weekend,Spring,18.1,59.16154652,3.4,6.7,13.1,5,0.53
,38.30049454,Weekend,Spring,17.6,43.34810642,5.6,7.8,13.3,6,0.025824436
,15.30145853,Weekend,Spring,20.4,41.97107659,2.1,4.1,6.8,3,0.190657451
,30.81190318,Weekend,Spring,17.2,44.00092441,4.4,7.7,12.1,6,0.77293354
,24.90223824,Weekend,Spring,16.4,45.54797737,4,5.1,8.6,4,0.179778266
,52.2192205,Weekend,Spring,12.3,50.70665901,9,10.5,26,5,0.736417522
,18.70449918,Weekend,Spring,10.6,47.48920068,1.9,4.7,7,7,0.481196101
,20.40418246,Weekend,Spring,17,45.41203125,2.1,4.9,6.5,4,0.410045135
,53.40484051,Weekend,Spring,19.8,43.6428469,9,11.9,18.1,6,0.181292472
,47.71445377,Weekend,Spring,19.9,51.39815569,8.3,10.9,15.9,7,0.606027989
,15.10291608,Weekend,Spring,13.2,40.82564781,2.1,3.3,6.2,4,0.386235564
,21.60022768,Weekend,Spring,11.4,57.29699541,3.5,4.5,7.7,5,0.0210811
,36.01599167,Weekend,Spring,14.4,51.33018771,4,9.3,13,4,0.888426142
,44.99784937,Weekend,Spring,9.7,33.26397714,6.4,10.3,19.6,2,97.80183562
,30.40171962,Weekend,Spring,11.3,54.30880556,5.5,6.1,10,6,0.113132774
,19.40144141,Weekend,Spring,15,56.69679198,2.3,4.3,6.9,4,0.148599323
,12.75969089,Weekend,Spring,16.2,62.21675833,1.8,2.5,6,2,74.7464869
,29.40359169,Weekend,Spring,14.4,42.03025574,5.7,7.1,10.3,3,0.244332663
,21.1040874,Weekend,Spring,10.9,40.17367958,2.6,4.6,6.6,3,0.387431301
,58.88474183,Weekend,Spring,19.2,56.00643988,8.7,11.3,20.1,3,80.73292682
,3.601278,Weekend,Spring,14.7,46.2952145,0.5,1.1,1.4,6,0.71
,63.72317639,Weekend,Spring,15.5,53.85374692,6.6,17.2,25.6,5,0.727673182
,31.20151027,Weekend,Spring,12.5,57.92011941,4.3,7,11.4,3,0.096812057
,6.962692297,Weekend,Spring,15.4,49.26936114,0.9,1.9,2.1,2,18.17168017
,21.30077229,Weekend,Spring,19.6,51.44319124,2.8,4.3,7.2,4,0.072515496
,8.25358844,Weekend,Spring,13.4,39.81579675,1.6,1.8,3.3,2,13.07035131
,35.00245,Weekend,Spring,17.3,53.73128171,6.5,9.1,14.9,6,0.14
,81.62675612,Weekend,Spring,16.6,54.31069836,8.1,20.9,28.2,1,12.99028656
,28.30718291,Weekend,Spring,12.3,45.30675777,4.1,6,10.7,7,0.507625937
,48.02179469,Weekend,Spring,14.1,51.63502188,9.1,10.5,14.5,5,0.908112189
,72.77421726,Weekend,Spring,18.3,53.77070115,12,20,35.7,6,2.041740412
,58.30606456,Weekend,Spring,19.8,55.93437528,8.8,12.9,18.9,4,0.208046654
,35.415399,Weekend,Spring,19.1,39.9135869,6.7,9,11.1,4,0.87
,34.410664,Weekend,Spring,16.8,40.49054231,6.2,7.3,17,6,0.62
,41.30259927,Weekend,Spring,13.8,39.86404172,7.1,11.6,16.6,5,0.125872663
,8.491294104,Weekend,Spring,13.2,44.83529916,1.2,2,4,1,96.61582825
,9.802777213,Weekend,Spring,15.6,30,1.5,2.3,4.3,5,0.56677823
,13.60130811,Weekend,Spring,13.2,58.80665487,1.5,3.6,6.6,4,0.192369668
,55.94387782,Weekday,Spring,10.6,56.7163223,5.9,12.9,19.1,6,30.63077393
,46.39594639,Weekday,Spring,16.8,37.60223123,5.5,12.7,15.4,4,39.3822588
,72.33316325,Weekday,Spring,15.6,46.63830034,14.4,17.6,24.8,8,0.917379108
,92.2007916,Weekday,Spring,14.5,55.86388374,12.3,26.3,42.2,4,0.017171369
,45.87907143,Weekday,Spring,14.6,56.84811358,7.3,13,16.9,3,99.72866972
,93.71702182,Weekday,Spring,18.1,49.19552961,10.3,18.4,44.1,4,48.45949325
,64.89501553,Weekday,Spring,19.1,65.31361823,9,14.1,27.2,2,24.80547662
,22.501888,Weekday,Spring,17.5,58.85655497,3,5.4,9.3,6,0.167822094
,80.219248,Weekday,Spring,17.9,56.85279297,13.7,23.9,30.7,6,0.48
,209.0057498,Weekday,Spring,12.2,63.13321952,32.7,49.1,90.4,61,0.055021775
,173.4574997,Weekday,Spring,19.2,44.32043742,30.2,37.2,61.3,49,0.663202739
,202.5506788,Weekday,Spring,14.5,39.45224366,32,53.9,81.1,29,66.843661
,196.22943,Weekday,Spring,18.2,44.47531744,28.1,51,69.2,56,0.3
,182.1864975,Weekday,Spring,9.5,40.71164324,21.3,49.6,85.4,54,0.95
,211.8548859,Weekday,Spring,19,51.52789249,23.4,54.9,84.2,60,0.518280367
,243.420693,Weekday,Spring,10.3,43.89195205,38.6,62.1,79.5,47,0.992133316
,195.437126,Weekday,Spring,20.6,52.24759435,37.5,47.3,73,45,0.38
,67.01282277,Weekday,Spring,12.6,54.46873307,7.6,16.6,26.1,2,0.382769128
,31.87513777,Weekday,Spring,14.2,44.2859608,3.4,7.6,13.6,4,69.81414105
,64.013195,Weekday,Spring,11.2,51.04036839,10.7,13.1,23.6,1,0.412343676
,75.90802312,Weekday,Spring,11.8,42.50906923,13.5,18.7,23.7,3,0.211413016
,43.97559542,Weekday,Spring,17.9,54.67277177,5.3,11.2,16.3,7,94.07597223
,16.60484632,Weekday,Spring,14.8,33.95299488,2.8,3.9,5.2,5,0.583893714
,76.72253702,Weekday,Spring,11.6,53.39323568,14.6,22,27.9,11,0.587666654
,3.000471769,Weekday,Spring,15.2,46.97805766,0.6,0.7,1.2,1,0.31451237
,62.70670273,Weekday,Spring,16.3,42.72009256,10,13.9,25.7,4,9.830215652
,82.60650919,Weekday,Spring,15.2,39.30441307,16.1,24.4,28,1,0.157607517
,31.21289976,Weekday,Spring,15.3,41.89274005,4.4,7.8,13.6,6,0.826907677
,35.1114928,Weekday,Spring,13.3,70.88923755,6.2,9.5,10.7,9,0.654860598
,61.22332334,Weekday,Spring,12.8,46.22325902,8.3,12.4,20.1,3,0.762200773
,55.01533639,Weekday,Spring,5.1,49.02696634,9.9,15.6,18.6,5,0.557686807
,45.00296246,Weekday,Spring,21.3,49.98128485,7.8,12.8,22.2,6,0.1316649
,68.01210645,Weekday,Spring,19.2,53.38344355,7.1,16.5,27.7,6,0.356072076
,169.910194,Weekday,Spring,13.7,48.47623046,20.6,44.6,62.5,54,0.12
,214.8165046,Weekday,Spring,10.2,51.83577177,25.2,59,91.9,44,0.153674577
,214.0793708,Weekday,Spring,14,61.32192838,22,63.7,85,46,0.741783331
,186.3475523,Weekday,Spring,12.4,56.92759696,33.4,38,72.3,55,0.510492055
,226.1308755,Weekday,Spring,14.2,76.10182015,28.1,64.9,85.4,47,0.273113809
,209.0759058,Weekday,Spring,15.3,52.14426179,27.3,45.6,66,46,65.9674482
,211.1471991,Weekday,Spring,12.5,41.995434,34.5,43.4,81.6,59,0.44717303
,156.5701142,Weekday,Spring,13.3,52.45471692,29.7,36,60.6,45,0.896028365
,2.500175,Weekday,Spring,17.8,40.10475836,0.5,0.7,0.9,2,0.14
,46.60808612,Weekday,Spring,21,59.88877972,5.6,13,19.4,2,0.347043833
,43.110775,Weekday,Spring,16.3,49.50843208,5,12,13.2,4,0.5
,36.10772051,Weekday,Spring,13.2,54.17913227,3.6,8.2,12.8,3,0.427729004
,63.42545526,Weekday,Spring,17.7,36.78716707,9.6,17.5,29.2,6,0.803005126
,56.60161385,Weekday,Spring,13.8,40.40547152,7.9,13.3,26.4,3,0.057026429
,17.40169006,Weekday,Spring,16.8,35.28446271,3.2,4.7,5.6,3,0.194259727
,75.72972102,Weekday,Spring,13.6,59.15399258,10.7,17.1,37,7,0.785231598
,45.91636119,Weekday,Spring,15.7,43.41935837,8.1,9.7,15.9,3,0.71290579
,33.57653162,Weekday,Spring,15.6,48.39869567,6.2,7.2,14.3,4,10.57075553
,60.1117195,Weekday,Spring,14.2,64.99455891,10,12.5,26.4,7,0.39
,85.000425,Weekday,Spring,11,46.30359323,11.8,23.4,37.1,0,0.01
,9.701797771,Weekday,Spring,14.6,57.50166526,1.7,2.6,3.9,6,0.370674371
,29.700594,Weekday,Spring,14.8,47.27436646,4.9,8.2,12.4,2,0.04
,57.70867175,Weekday,Spring,16.3,59.71441092,5.7,12.7,20.3,3,64.71097507
,52.81922507,Weekday,Spring,16.2,46.2783376,10.1,15.5,22.6,3,0.728222209
,222.9769005,Weekday,Spring,18.6,61.29280627,44.5,61,78.3,55,0.69
,207.9679804,Weekday,Spring,13,62.06503857,22.3,53.4,89,54,0.653972036
,172.7246677,Weekday,Spring,16.8,36.59934111,22.3,43.1,72.1,41,0.285670756
,176.1084509,Weekday,Spring,15.2,56.4363071,21.3,48.1,65.2,45,0.095978922
,183.7420819,Weekday,Spring,13.4,62.84214929,29.4,49.6,77.2,50,0.458159476
,219.7675572,Weekday,Spring,17,46.25328257,43.8,46.8,99.9,40,0.614995378
,193.9332807,Weekday,Spring,13.6,42.51150517,25.1,53.4,90.1,51,0.343276533
,199.2792772,Weekday,Spring,13.4,35.40683671,37.4,55.7,60.2,61,0.795956061
,58.64539723,Weekday,Spring,4.7,52.52592623,7,14.8,21.3,1,32.7694013
,85.63213762,Weekday,Spring,20.8,47.8635008,16.6,22.6,42.4,4,0.750879035
,34.2131214,Weekday,Spring,12.9,48.83487655,5.2,9.4,14.7,2,0.767333236
,28.70445805,Weekday,Spring,17.9,48.69961583,5.2,8.2,11.2,5,0.310665374
,47.78666203,Weekday,Spring,12.4,55.08987167,6.8,11.5,18,5,12.06998023
,34.80607312,Weekday,Spring,12.7,55.96130309,5.9,7.6,12,5,0.349029902
,34.21538174,Weekday,Spring,14.3,73.59377082,4.7,7.6,13.7,3,0.899517136
,44.204862,Weekday,Spring,17.3,57.01214689,6.5,9.6,20.1,8,0.22
,67.03073509,Weekday,Spring,18,63.83297982,11.1,16.1,33.3,5,0.917465226
,46.7109745,Weekday,Spring,15.8,50.14902662,6.2,12.6,20.8,2,0.47
,61.10162055,Weekday,Spring,16.7,54.63368911,7.9,15.8,22.7,1,0.053045881
,27.50493046,Weekday,Spring,16.4,48.52826443,5,7.6,8.4,5,0.358578872
,92.21146869,Weekday,Spring,16.4,44.57277907,9.1,21.8,31.5,8,86.23232338
,53.91507978,Weekday,Spring,15.5,54.99926808,7.7,12.8,25.1,4,0.559546469
,45.61481038,Weekday,Spring,13.4,51.82998896,5.3,9.6,21.8,6,0.649578036
,12.26625205,Weekday,Spring,14.7,33.08983275,1.8,3.3,4.9,1,10.86099231
,201.104022,Weekday,Spring,18,61.13800745,35.3,48.6,99.9,49,0.04
,205.269768,Weekday,Spring,16.3,34.74210376,36.9,42.9,76.7,52,0.68
,195.9756997,Weekday,Spring,16.7,48.53407175,23.1,39.8,67.8,40,0.772840268
,209.9724466,Weekday,Spring,17.4,47.36115946,23.7,50,102.6,57,0.690296189
,205.3404931,Weekday,Spring,19.5,43.65791343,36.5,61.4,69.8,45,0.394477441
,181.56897,Weekday,Spring,16.7,41.83289189,23.1,39.5,81.9,62,0.76
,222.7530531,Weekday,Spring,13.2,50.44061528,23.2,53.8,86.8,52,7.688626428
,197.3774218,Weekday,Spring,16.6,50.46973442,21.7,47.6,86.4,49,0.784812823
,54.70864742,Weekday,Spring,9.1,48.6276969,6,15.1,20.5,4,0.31617625
,77.92676433,Weekday,Spring,15.9,36.50464358,14.5,17,25,4,0.68714575
,29.68928514,Weekday,Spring,13.4,44.78507932,3.4,8.7,11.5,2,19.67926135
,50.10696886,Weekday,Spring,16.1,46.10924695,5.9,10.9,20.2,3,16.37701649
,46.01392717,Weekday,Spring,17,43.64626452,8.3,12.6,19.3,6,0.605529275
,14.30286972,Weekday,Spring,13.5,59.27785656,2.4,3.8,6.3,8,0.401358896
,55.61496008,Weekday,Spring,13.9,35.70979638,9.2,15,18.6,5,0.538132372
,94.91876405,Weekday,Spring,18,45.67277545,11.1,25.7,46.8,5,15.26038328
,64.207383,Weekday,Spring,16,36.57834256,10.8,15.3,25.8,4,0.23
,48.70088546,Weekday,Spring,11.8,39.57710456,7.1,13.6,19,5,0.036363686
,20.40371512,Weekday,Spring,19.4,49.06642546,3,4.2,8.3,7,0.364227881
,54.91875728,Weekday,Spring,15.6,58.30228621,9.8,14.7,17.5,6,0.683325433
,16.20453648,Weekday,Spring,14.7,64.23754873,2.9,3.8,5.5,1,0.560058736
,67.00614669,Weekday,Spring,13.7,44.50122829,12.3,13.5,29.9,6,0.183483204
,38.53123338,Weekday,Spring,11.9,30,3.9,10.3,18.1,5,77.15543834
,48.64280541,Weekday,Spring,13,58.76656716,6.5,13.1,23.7,4,1.761539697
,204.324516,Weekday,Spring,11.6,62.68999572,33.6,55.9,93.7,70,0.24
,190.6580476,Weekday,Spring,14.8,37.7041848,22.6,40.7,73.9,50,0.60910407
,214.1940451,Weekday,Spring,12.3,54.50002189,26.5,58.2,102.7,53,0.87851523
,222.3537927,Weekday,Spring,12.7,51.73490148,42.9,64.2,97.8,36,0.483964784
,182.2619397,Weekday,Spring,19.7,40.51829678,29.1,50.1,65.4,44,0.679908369
,228.3497005,Weekday,Spring,11.8,30,37,59.1,71.6,30,0.435396089
,229.4945333,Weekday,Spring,13.6,42.02998164,44.4,52.7,76.5,44,0.824178513
