Time,Use [kW],Day Type,Season,Outdoor Temp [°C],Humidity [%],Lighting [kW],Computers [kW],HVAC [kW],Employees Present
09/03/2023 11:00,184.4,Weekday,Spring,15.3,65.27563287,26.1,45.5,89.4,57
09/03/2023 12:00,239.6,Weekday,Spring,14.9,48.9382843,35.3,70.4,87.6,47
09/03/2023 13:00,217,Weekday,Spring,12.6,49.03179516,42.6,57.5,98.2,51
09/03/2023 14:00,257.3,Weekday,Spring,11.6,45.37096103,49.1,55.1,116.4,58
09/03/2023 15:00,229.4,Weekday,Spring,16.2,47.29258824,44.6,67.5,74.2,58
09/03/2023 16:00,216.1,Weekday,Spring,12.9,44.72654364,28.8,51.4,88.4,57
09/03/2023 17:00,36.4,Weekday,Spring,13.1,47.53307724,6.2,10.9,13.9,6
09/03/2023 18:00,86.6,Weekday,Spring,13.1,63.29416601,15.9,23.7,39.6,4
09/03/2023 19:00,10.5,Weekday,Spring,17.2,56.41293895,1.3,2.3,4.6,6
09/03/2023 20:00,8.7,Weekday,Spring,12.5,33.73955684,1.1,2.3,4,5
09/03/2023 21:00,98.9,Weekday,Spring,10.1,48.27259116,13.9,24.5,34.5,4
09/03/2023 22:00,27.8,Weekday,Spring,14.9,64.56681344,5.2,6.9,13.7,5
09/03/2023 23:00,27.2,Weekday,Spring,13.5,59.26455739,3.2,8.1,10.3,4
10/03/2023 0:00,25.6,Weekday,Spring,14.4,41.98611191,5.1,7.2,9.2,4
10/03/2023 1:00,36.3,Weekday,Spring,16.5,45.42843013,3.7,9.3,15.5,5
10/03/2023 2:00,67.8,Weekday,Spring,17.4,56.2772185,8.3,18.1,28,5
10/03/2023 3:00,52.8,Weekday,Spring,12,43.05576507,6.8,11.7,18.1,0
10/03/2023 4:00,52.6,Weekday,Spring,12.3,38.16106961,10,13.6,25,6
10/03/2023 5:00,42.6,Weekday,Spring,10.5,49.9268974,5.4,9.4,15.9,7
10/03/2023 6:00,67.9,Weekday,Spring,14.4,56.53936617,13,16.4,33.3,5
10/03/2023 7:00,42.1,Weekday,Spring,18.3,53.00250393,5.2,8.5,19.1,6
10/03/2023 8:00,92.3,Weekday,Spring,14.4,48.39864065,17.6,24.3,34.8,4
10/03/2023 9:00,186,Weekday,Spring,14.1,45.84792711,19.3,51.8,71.7,57
10/03/2023 10:00,243.4,Weekday,Spring,10.7,59.31625145,35.5,52.7,88.1,49
10/03/2023 11:00,207.3,Weekday,Spring,15,40.69459238,35.6,43.1,65.7,76
10/03/2023 12:00,238.4,Weekday,Spring,8.6,57.73299434,46.4,65.9,83.3,61
10/03/2023 13:00,233.3,Weekday,Spring,16.2,58.08363625,26.7,47,89,52
10/03/2023 14:00,193.2,Weekday,Spring,22.4,45.5466714,32.1,50.5,62.3,47
10/03/2023 15:00,202.7,Weekday,Spring,11.8,53.02888354,25.8,54.5,85.8,47
10/03/2023 16:00,190.7,Weekday,Spring,15.7,55.53428394,35.7,39.1,87.5,30
10/03/2023 17:00,45.4,Weekday,Spring,13.8,48.88514191,8.4,10.6,14.2,5
10/03/2023 18:00,76,Weekday,Spring,21,41.23403751,8.6,19,33.8,10
10/03/2023 19:00,23.7,Weekday,Spring,6,36.9053303,3,5.3,11.1,5
10/03/2023 20:00,52.5,Weekday,Spring,15.8,39.51203023,6.5,15.6,25.4,4
10/03/2023 21:00,26.7,Weekday,Spring,13.1,58.23096907,4.6,5.8,9.5,3
10/03/2023 22:00,55.5,Weekday,Spring,18.6,36.41419861,5.8,13,23.4,4
10/03/2023 23:00,52.9,Weekday,Spring,10.5,53.23446078,8,13.9,21.6,5
11/03/2023 0:00,33.9,Weekend,Spring,15.2,45.80715675,6.5,7,15.2,2
11/03/2023 1:00,15.6,Weekend,Spring,20.5,39.58636981,1.8,3.5,5.3,5
11/03/2023 2:00,44.4,Weekend,Spring,12.5,35.91429792,7.5,11.3,16.7,4
11/03/2023 3:00,44.4,Weekend,Spring,17.8,48.43823818,6.3,12,18.3,6
11/03/2023 4:00,52.7,Weekend,Spring,14.6,62.81518815,7.8,12.4,19.3,10
11/03/2023 5:00,26.9,Weekend,Spring,10.1,50.79088043,3.4,5.6,11.3,5
11/03/2023 6:00,55.3,Weekend,Spring,10.2,77.71267902,7.5,12.1,17.3,7
11/03/2023 7:00,21.1,Weekend,Spring,14.6,68.25647103,3.5,4.7,9.8,6
11/03/2023 8:00,5.1,Weekend,Spring,17.2,40.3089347,0.7,1,2.3,5
11/03/2023 9:00,37.8,Weekend,Spring,19.7,38.2827394,4.7,11,15.1,5
11/03/2023 10:00,30.8,Weekend,Spring,18,58.84184324,3.5,8.5,11.9,2
11/03/2023 11:00,16.1,Weekend,Spring,14.5,41.13542263,3.2,4.6,8,5
11/03/2023 12:00,34.4,Weekend,Spring,12.9,42.14417537,6.6,8.3,14.5,4
11/03/2023 13:00,5.1,Weekend,Spring,15,55.949617,0.6,1.4,2,8
11/03/2023 14:00,33.2,Weekend,Spring,13.3,66.51228949,4,8.5,12.8,6
11/03/2023 15:00,45.2,Weekend,Spring,6.8,58.54973284,7.7,12.8,14.9,9
11/03/2023 16:00,26.5,Weekend,Spring,14.6,51.09325666,3.4,6.5,11.1,6
11/03/2023 17:00,11.9,Weekend,Spring,15.1,61.51737825,1.7,3.1,5.4,1
11/03/2023 18:00,28.1,Weekend,Spring,12.4,66.85128039,5.4,6,10.1,8
11/03/2023 19:00,49.8,Weekend,Spring,8.8,48.36419691,8.8,14.8,22.2,2
11/03/2023 20:00,27.5,Weekend,Spring,15.1,40.89007056,4,8.1,13.7,6
11/03/2023 21:00,43.3,Weekend,Spring,15.3,43.15591173,8.2,11.1,15.6,3
11/03/2023 22:00,46.5,Weekend,Spring,12.4,49.01926328,6.5,9.3,15,6
11/03/2023 23:00,11.9,Weekend,Spring,20.9,45.90435035,1.9,3.6,4.1,6
12/03/2023 0:00,17.5,Weekend,Spring,14.9,53.35430935,3.2,4.2,5.9,4
12/03/2023 1:00,57.1,Weekend,Spring,12.4,39.52087646,6.7,13.8,21.1,7
12/03/2023 2:00,44.3,Weekend,Spring,18.5,52.86595315,5.6,10.3,19.4,2
12/03/2023 3:00,24.6,Weekend,Spring,12,45.54903533,2.5,7.3,7.4,6
12/03/2023 4:00,47.8,Weekend,Spring,17.8,50.36428805,5.8,10.3,23,3
12/03/2023 5:00,58.3,Weekend,Spring,17.1,64.00073086,7.4,12,27.8,4
12/03/2023 6:00,8.8,Weekend,Spring,11.6,70.42411461,1.4,1.9,3.3,5
12/03/2023 7:00,21.3,Weekend,Spring,19.2,50.52398281,2.4,5.1,8.7,7
12/03/2023 8:00,19,Weekend,Spring,14.1,64.42376025,3.4,5.4,6.2,5
12/03/2023 9:00,27.3,Weekend,Spring,13.5,52.47734485,5,7.9,8.8,5
12/03/2023 10:00,54.9,Weekend,Spring,12.8,35.60261779,6.1,11.4,16.7,3
12/03/2023 11:00,57.1,Weekend,Spring,11.2,52.00336139,6,16.5,27.1,4
12/03/2023 12:00,47,Weekend,Spring,16.1,37.40040811,8.8,13.7,22.8,4
12/03/2023 13:00,61,Weekend,Spring,15.7,62.85815703,7.2,13.4,28.4,4
12/03/2023 14:00,-7.1,Weekend,Spring,12,46.84298336,-1,-1.8,-3.4,5
12/03/2023 15:00,12.7,Weekend,Spring,14.1,30,2.1,3.5,5.6,4
12/03/2023 16:00,28.8,Weekend,Spring,10,35.58735446,5,7.1,13.3,6
12/03/2023 17:00,48.2,Weekend,Spring,18,43.92606781,5.5,11.9,19.3,7
12/03/2023 18:00,27.3,Weekend,Spring,13,30,3.6,8,9.1,5
12/03/2023 19:00,35.9,Weekend,Spring,12.9,53.06348623,4,8.4,11.3,3
12/03/2023 20:00,12.7,Weekend,Spring,16.4,61.23817957,2.4,3.6,6.3,0
12/03/2023 21:00,38.9,Weekend,Spring,12.1,45.30703232,6.1,9.3,16.2,5
12/03/2023 22:00,33.5,Weekend,Spring,17.9,51.1731295,6.1,7.4,11.1,5
12/03/2023 23:00,-9.2,Weekend,Spring,15.7,68.72057681,-1.4,-2.2,-3.2,6
13/03/2023 0:00,16.3,Weekday,Spring,14.4,43.68551646,2.6,4.5,6.1,5
13/03/2023 1:00,57.8,Weekday,Spring,9.2,43.85529672,7,16.4,19.9,4
13/03/2023 2:00,31.6,Weekday,Spring,23.2,44.94017378,4.5,7.7,12.3,2
13/03/2023 3:00,62.5,Weekday,Spring,7.4,57.28033109,9,12.6,30.9,3
13/03/2023 4:00,89.7,Weekday,Spring,11.3,41.23417591,16.9,22.8,28.8,2
13/03/2023 5:00,75,Weekday,Spring,16.2,49.30820693,9.1,21.3,30.2,5
13/03/2023 6:00,66.1,Weekday,Spring,14.1,65.78228295,6.9,19.3,21.6,6
13/03/2023 7:00,97.9,Weekday,Spring,21,37.83132554,16.3,24.8,32.6,4
13/03/2023 8:00,62.4,Weekday,Spring,16.7,56.7261154,6.9,14.2,20,7
13/03/2023 9:00,196.7,Weekday,Spring,12.1,60.92393779,24,48.5,70.8,59
13/03/2023 10:00,191,Weekday,Spring,20.5,58.41083308,25.4,54.4,77.9,48
13/03/2023 11:00,208.5,Weekday,Spring,16.4,60.00505017,29.5,52.5,97.8,68
13/03/2023 12:00,186.7,Weekday,Spring,16.1,42.93420105,22.8,54.8,66,42
13/03/2023 13:00,228.8,Weekday,Spring,16.1,59.25322338,24.3,52.9,106,57
13/03/2023 14:00,211.7,Weekday,Spring,20.1,41.54395878,23.1,56.6,67.4,54
13/03/2023 15:00,229.5,Weekday,Spring,15.9,49.36660564,43.8,50.3,86.2,46
13/03/2023 16:00,219.2,Weekday,Spring,13.3,36.89771912,22.8,61.5,72.6,54
13/03/2023 17:00,48.3,Weekday,Spring,14.7,51.07843734,5.4,9.9,17.4,6
13/03/2023 18:00,64.4,Weekday,Spring,12.2,50.46153734,9,15.5,30.4,7
13/03/2023 19:00,49.9,Weekday,Spring,17.9,64.6812149,5.2,11.9,18.5,5
13/03/2023 20:00,26.9,Weekday,Spring,9.2,39.42343683,3.7,7.6,12.3,2
13/03/2023 21:00,55.3,Weekday,Spring,18.9,47.16233593,10.8,12.5,21.4,5
13/03/2023 22:00,69.5,Weekday,Spring,11.7,41.29871823,10.4,20.8,30.6,6
13/03/2023 23:00,68.2,Weekday,Spring,13.8,44.5082205,10.6,19.2,21.5,5
14/03/2023 0:00,80.6,Weekday,Spring,12.3,34.53950432,9.3,23.6,28.6,3
14/03/2023 1:00,32.1,Weekday,Spring,12,38.04501325,4.3,8.6,14.2,0
14/03/2023 2:00,58,Weekday,Spring,16.2,56.69726377,11.3,14.2,26.8,5
14/03/2023 3:00,13,Weekday,Spring,17.2,35.80021237,2.2,3.2,5.2,5
14/03/2023 4:00,56.9,Weekday,Spring,16.6,30,9.1,12.1,17.2,5
14/03/2023 5:00,59.5,Weekday,Spring,8.9,57.74913461,9.6,12.4,22.1,2
14/03/2023 6:00,23.9,Weekday,Spring,17,41.51754367,4.5,7.1,11.3,5
14/03/2023 7:00,17,Weekday,Spring,12.1,62.42311647,2.3,4.8,5.7,4
14/03/2023 8:00,59,Weekday,Spring,19,48.8405494,10,15.1,22,4
14/03/2023 9:00,183.7,Weekday,Spring,19.2,50.17800343,19.4,39.1,91.7,37
14/03/2023 10:00,190,Weekday,Spring,12.6,35.02512501,32.3,47,76.2,55
14/03/2023 11:00,194.4,Weekday,Spring,7.6,43.94907644,25.6,41.7,64.4,76
14/03/2023 12:00,188.1,Weekday,Spring,14.6,45.84855728,24.4,50.3,60.2,44
14/03/2023 13:00,206,Weekday,Spring,14.1,59.05256281,40.6,48.9,94,53
14/03/2023 14:00,216,Weekday,Spring,16.8,52.61529104,28.8,50.1,79.6,57
14/03/2023 15:00,173.5,Weekday,Spring,15.9,51.74230061,21.4,46.8,78.1,29
14/03/2023 16:00,198,Weekday,Spring,17,43.93566245,34.5,54.4,93.1,35
14/03/2023 17:00,103.8,Weekday,Spring,13.8,49.43535719,12.6,25.1,42,9
14/03/2023 18:00,64.6,Weekday,Spring,19.1,61.75550486,8.3,16.7,32.3,3
14/03/2023 19:00,66.2,Weekday,Spring,16.7,54.883413,9.3,18.8,23.6,6
14/03/2023 20:00,41.1,Weekday,Spring,12.2,49.53070757,6.1,8.7,18.6,4
14/03/2023 21:00,59.6,Weekday,Spring,17.7,44.21770767,10.7,16.6,22.7,7
14/03/2023 22:00,75,Weekday,Spring,16.9,58.81184308,11.4,16.5,30.3,3
14/03/2023 23:00,63,Weekday,Spring,11.8,51.71568561,11.4,13.1,21.1,3
15/03/2023 0:00,57.4,Weekday,Spring,11.1,54.29108035,11,14.7,26,3
15/03/2023 1:00,43.2,Weekday,Spring,13.5,52.67323561,8.3,11.6,13.8,1
15/03/2023 2:00,41.6,Weekday,Spring,15.1,58.37742956,5.7,9.1,16.9,4
15/03/2023 3:00,40.2,Weekday,Spring,11.4,34.1816853,5.8,11.4,19.8,5
15/03/2023 4:00,15.5,Weekday,Spring,16.5,50.56576785,2.4,3.6,4.9,7
15/03/2023 5:00,67.4,Weekday,Spring,18.3,41.28915345,11.8,18,24.5,3
15/03/2023 6:00,81.6,Weekday,Spring,11.1,44.14797063,11.7,24.3,27.4,4
15/03/2023 7:00,36.4,Weekday,Spring,12.9,41.17238652,6.3,8.6,14.8,6
15/03/2023 8:00,39.8,Weekday,Spring,17.7,53.92039814,5.3,8.3,12.1,5
15/03/2023 9:00,189,Weekday,Spring,17,64.54381043,23.6,38.5,90.6,51
15/03/2023 10:00,211.7,Weekday,Spring,16.9,63.3758686,36.7,51.9,73.7,48
15/03/2023 11:00,166.8,Weekday,Spring,14.7,57.59494904,17.3,35.8,74.6,57
15/03/2023 12:00,213.8,Weekday,Spring,16,66.22513817,23.8,49.8,106,51
15/03/2023 13:00,167.9,Weekday,Spring,18.8,49.98835456,17.1,41.9,77.3,55
15/03/2023 14:00,205.4,Weekday,Spring,18.7,40.52213152,30.6,43.3,99,32
15/03/2023 15:00,244.9,Weekday,Spring,13.7,48.22611389,48.7,51.7,108.1,49
15/03/2023 16:00,208.8,Weekday,Spring,15.3,54.53521976,22.3,53.6,102.6,35
15/03/2023 17:00,74.8,Weekday,Spring,17.4,61.25207563,14.9,21.9,36.1,2
15/03/2023 18:00,39.5,Weekday,Spring,16.4,62.99421894,4,9.7,15.4,4
15/03/2023 19:00,49.9,Weekday,Spring,14.9,32.53851221,7.6,12.6,21.5,6
15/03/2023 20:00,61.4,Weekday,Spring,17.3,30,8.1,13,30.3,5
15/03/2023 21:00,30.5,Weekday,Spring,14.1,47.43193638,5.9,8.1,10.3,2
15/03/2023 22:00,45.1,Weekday,Spring,16.5,59.58603536,6.4,13.2,19.3,3
15/03/2023 23:00,31.1,Weekday,Spring,15.3,45.56451407,5.9,6.8,10.3,4
16/03/2023 0:00,50,Weekday,Spring,12.7,45.12478476,10,11.3,19.9,6
16/03/2023 1:00,20,Weekday,Spring,11.2,44.21609214,3.2,5.1,6,5
16/03/2023 2:00,26.2,Weekday,Spring,21.3,45.73733253,4.9,6.5,10.3,6
16/03/2023 3:00,39.6,Weekday,Spring,11.3,53.9929152,4.5,11.6,15,6
16/03/2023 4:00,63.6,Weekday,Spring,15.2,30.33558586,11.8,13.5,26.8,7
16/03/2023 5:00,68.1,Weekday,Spring,15.5,59.751634,11.2,14.8,21,5
16/03/2023 6:00,68.8,Weekday,Spring,15.3,57.32629122,8,14.7,26.7,6
16/03/2023 7:00,47.4,Weekday,Spring,17.6,35.24009038,8.6,12.6,15.5,4
16/03/2023 8:00,42.5,Weekday,Spring,13.9,52.7218276,8.4,10.2,15.2,3
16/03/2023 9:00,181.2,Weekday,Spring,14.1,53.70060459,27.4,40,82.2,61
16/03/2023 10:00,210.4,Weekday,Spring,15.3,39.84305649,26.8,47.4,65.3,49
16/03/2023 11:00,177.7,Weekday,Spring,10,44.78897403,20.1,39.7,71.7,61
16/03/2023 12:00,230.7,Weekday,Spring,12,45.17356892,24.2,59.5,92.7,37
16/03/2023 13:00,196.9,Weekday,Spring,18.7,30.01651812,33,54,84.2,46
16/03/2023 14:00,172.7,Weekday,Spring,13.4,43.14492031,25.8,38.1,73,39
16/03/2023 15:00,198.3,Weekday,Spring,9.2,59.28127261,30.4,43.9,90.9,52
16/03/2023 16:00,191.9,Weekday,Spring,10.3,40.27031168,24.9,55.1,74.7,55
16/03/2023 17:00,23.9,Weekday,Spring,12.4,50.67829463,2.8,5.4,9.5,3
16/03/2023 18:00,84.9,Weekday,Spring,13.4,54.1501963,13.8,18.2,27.9,5
16/03/2023 19:00,57.6,Weekday,Spring,13.5,40.68542909,10.1,14,27.1,4
16/03/2023 20:00,31.1,Weekday,Spring,19.1,60.47522646,5.3,7.7,10.5,3
16/03/2023 21:00,28.5,Weekday,Spring,15.8,46.12498491,5.5,6.7,11.7,3
16/03/2023 22:00,60.7,Weekday,Spring,18.5,46.07133224,6.7,17.8,19.2,3
16/03/2023 23:00,70.3,Weekday,Spring,15.9,50.96887804,10.3,18.4,30.2,1
17/03/2023 0:00,66.9,Weekday,Spring,16.3,80,13,18.8,26.7,4
17/03/2023 1:00,63.6,Weekday,Spring,14.1,58.98238697,8.9,14.5,21.6,2
17/03/2023 2:00,54.9,Weekday,Spring,18.4,50.49302378,6.2,15.7,26.1,5
17/03/2023 3:00,80.3,Weekday,Spring,11.8,44.06938986,10.3,18.9,26.2,6
17/03/2023 4:00,68.6,Weekday,Spring,14.5,61.73918047,8.1,17.9,21.7,4
17/03/2023 5:00,53.5,Weekday,Spring,11,65.63995109,8,14.4,22.9,4
17/03/2023 6:00,56,Weekday,Spring,16.7,56.49660301,8.4,15,19.2,8
17/03/2023 7:00,18.9,Weekday,Spring,19.6,51.03838521,2.7,4.7,9.1,1
17/03/2023 8:00,38.4,Weekday,Spring,16.4,60.42165951,5.6,8.6,12.3,6
17/03/2023 9:00,173.3,Weekday,Spring,7.4,58.44827616,26.1,38.4,80.4,63
17/03/2023 10:00,203.5,Weekday,Spring,21.8,46.76665697,34.2,47,91.9,52
17/03/2023 11:00,163.2,Weekday,Spring,14.2,57.07084053,23.8,40.4,60.2,59
17/03/2023 12:00,223.8,Weekday,Spring,17,43.85552865,29.7,65.3,84,43
17/03/2023 13:00,249.6,Weekday,Spring,15.2,53.17854525,33.1,67.1,106.8,55
17/03/2023 14:00,196.9,Weekday,Spring,13.2,33.56675665,28,40.6,71.1,47
17/03/2023 15:00,187.9,Weekday,Spring,11.4,59.48416218,30.2,39.9,93.8,52
17/03/2023 16:00,185.9,Weekday,Spring,16.7,40.51386066,28.5,39.8,83.1,58
17/03/2023 17:00,12.6,Weekday,Spring,17.9,58.28596345,1.3,3.2,6,3
17/03/2023 18:00,63.2,Weekday,Spring,13,45.09390877,12.5,13.4,27.9,9
17/03/2023 19:00,49.1,Weekday,Spring,10.8,41.11097025,6.8,13.7,19.7,0
17/03/2023 20:00,56.7,Weekday,Spring,14.1,38.1204458,6.7,13.9,17.1,4
17/03/2023 21:00,51.4,Weekday,Spring,20.3,50.33755991,9.3,11.2,16.1,5
17/03/2023 22:00,50.5,Weekday,Spring,17.5,57.67379192,9.5,14,20.5,6
17/03/2023 23:00,20.5,Weekday,Spring,14.6,36.04768462,3.5,5.1,6.6,6
18/03/2023 0:00,40.1,Weekend,Spring,11.6,44.10491108,4,8.9,13.8,7
18/03/2023 1:00,64,Weekend,Spring,15.9,55.83862035,7.7,13.6,27.7,4
18/03/2023 2:00,20.8,Weekend,Spring,18.9,45.56060715,3.7,6.2,8.5,1
18/03/2023 3:00,14.2,Weekend,Spring,15.5,73.54089643,2,4,4.9,7
18/03/2023 4:00,55.8,Weekend,Spring,15.7,38.05874835,7.4,12,22.8,4
18/03/2023 5:00,5.6,Weekend,Spring,17.3,52.73399816,0.9,1.2,2.1,2
18/03/2023 6:00,42.7,Weekend,Spring,15,59.18786075,5,10.1,19.6,3
18/03/2023 7:00,53.4,Weekend,Spring,13.5,40.00064462,8.8,11.8,16.4,4
18/03/2023 8:00,51.6,Weekend,Spring,16.2,65.17360529,6.5,14.7,21.3,4
18/03/2023 9:00,-0.6,Weekend,Spring,16.9,61.36164672,-0.1,-0.1,-0.2,4
18/03/2023 10:00,30.9,Weekend,Spring,16.6,44.45098054,4.7,8.9,12.2,0
18/03/2023 11:00,20.2,Weekend,Spring,11.8,58.36570741,3.6,5.5,7.1,4
18/03/2023 12:00,3.4,Weekend,Spring,15.5,45.73407803,0.7,1,1.2,5
18/03/2023 13:00,31.8,Weekend,Spring,9.5,35.82450074,5.6,9,12.6,4
18/03/2023 14:00,43.3,Weekend,Spring,15.4,57.28536669,5.8,12.8,13.7,4
18/03/2023 15:00,36.2,Weekend,Spring,14.9,51.24931662,6,8.1,16.6,4
18/03/2023 16:00,80.6,Weekend,Spring,16.2,48.9309539,15.8,20.6,26.8,2
18/03/2023 17:00,71.6,Weekend,Spring,13.4,50.20295434,10,17.9,21.9,3
18/03/2023 18:00,31.8,Weekend,Spring,16.6,51.76608662,3.3,6.8,12.1,7
18/03/2023 19:00,28.8,Weekend,Spring,17.8,41.46771186,5.7,6.2,12.9,4
18/03/2023 20:00,27.7,Weekend,Spring,14.4,41.37787062,5,7.7,9.2,9
18/03/2023 21:00,53.9,Weekend,Spring,10.5,49.77915872,6,12.9,21.4,4
18/03/2023 22:00,-2.9,Weekend,Spring,16.4,54.51320551,-0.4,-0.6,-0.9,6
18/03/2023 23:00,33.8,Weekend,Spring,13.6,55.38134477,4,8.4,13.3,4
19/03/2023 0:00,-10.6,Weekend,Spring,15.9,56.24130578,-1.1,-2.9,-5,9
19/03/2023 1:00,35.7,Weekend,Spring,15.1,62.38041683,4.9,7.5,14,4
19/03/2023 2:00,33.2,Weekend,Spring,10,38.49112541,5.3,9.8,10,3
19/03/2023 3:00,61.5,Weekend,Spring,15.7,56.97959744,6.6,17.9,23.4,4
19/03/2023 4:00,36.5,Weekend,Spring,17.7,56.62843182,5.3,10.3,13.3,2
19/03/2023 5:00,43.4,Weekend,Spring,13.4,50.63419136,6.9,12.3,18.9,3
19/03/2023 6:00,56.7,Weekend,Spring,8.7,56.51351069,6.2,11.9,23.3,5
19/03/2023 7:00,40.7,Weekend,Spring,16.2,44.48697764,4.6,12.1,17,6
19/03/2023 8:00,25.4,Weekend,Spring,14.2,44.6186496,4.2,5.7,10.2,6
19/03/2023 9:00,3.6,Weekend,Spring,20.5,60.78931389,0.5,0.8,1.2,0
19/03/2023 10:00,16.6,Weekend,Spring,11.4,54.53862026,3.2,3.3,5.3,5
19/03/2023 11:00,65.6,Weekend,Spring,21.1,55.95278502,7.4,18.3,27.4,6
19/03/2023 12:00,21,Weekend,Spring,17.7,45.44671683,4,6.3,10.2,4
19/03/2023 13:00,19.3,Weekend,Spring,15,46.84673641,2.7,4,8.8,4
19/03/2023 14:00,52.5,Weekend,Spring,12.8,44.6419516,6.9,15.3,23.7,4
19/03/2023 15:00,23.9,Weekend,Spring,12.7,47.59799021,4.7,5.7,8.6,7
19/03/2023 16:00,-15.8,Weekend,Spring,14.7,59.08189923,-2.1,-3.4,-7.4,6
19/03/2023 17:00,-4.8,Weekend,Spring,18.6,42.11094294,-0.7,-1.2,-2,8
19/03/2023 18:00,15.6,Weekend,Spring,11.4,44.92674058,1.9,4.3,7,6
19/03/2023 19:00,47.7,Weekend,Spring,14.6,50.99396505,8,13.3,20.2,1
19/03/2023 20:00,41.5,Weekend,Spring,12.6,60.66750077,4.3,8.7,18,8
19/03/2023 21:00,19.5,Weekend,Spring,13.9,52.7954362,3.8,5.8,6,5
19/03/2023 22:00,31,Weekend,Spring,17.3,33.24986416,3.7,6.4,11.9,7
19/03/2023 23:00,37.3,Weekend,Spring,14.8,71.70490382,6.5,9,14.4,4
20/03/2023 0:00,8.3,Weekday,Spring,16.4,59.64157558,1,2.4,2.9,4
20/03/2023 1:00,12.2,Weekday,Spring,14.9,53.66926599,1.5,3,5.5,3
20/03/2023 2:00,50.7,Weekday,Spring,10.2,42.2382708,8.6,14.9,18.5,7
20/03/2023 3:00,48,Weekday,Spring,7.6,58.04480771,8,12.5,17.9,7
20/03/2023 4:00,65.3,Weekday,Spring,12.9,58.29654133,9.3,15.5,27.6,3
20/03/2023 5:00,4.7,Weekday,Spring,19,54.50298103,0.8,1.4,1.6,7
20/03/2023 6:00,57.1,Weekday,Spring,18.7,39.23805663,6.8,14.7,17.3,2
20/03/2023 7:00,29.6,Weekday,Spring,13.5,35.20729675,5.9,8.2,11.4,1
20/03/2023 8:00,55.3,Weekday,Spring,17,54.75853769,6,14.9,24,1
20/03/2023 9:00,176.4,Weekday,Spring,17.4,56.25514597,29.3,44.9,81,28
20/03/2023 10:00,221.2,Weekday,Spring,18.3,59.32919255,36.2,60.3,89.8,56
20/03/2023 11:00,218.6,Weekday,Spring,15.6,46.62625519,26.2,62.1,102.6,30
20/03/2023 12:00,190.3,Weekday,Spring,12.5,30.09617861,21.5,48.1,91.6,44
20/03/2023 13:00,162.2,Weekday,Spring,21.6,44.51061841,27.4,44.5,65,54
20/03/2023 14:00,222.1,Weekday,Spring,16.7,51.15069968,41,44.5,84,41
20/03/2023 15:00,204.2,Weekday,Spring,15.1,30,23.4,49.3,68,45
20/03/2023 16:00,242.7,Weekday,Spring,15.1,59.08812583,46.9,65,98.9,63
20/03/2023 17:00,56.7,Weekday,Spring,15.2,61.56528053,8.7,12.4,17.8,5
20/03/2023 18:00,77.8,Weekday,Spring,17.8,31.14761567,10.3,17.9,35.8,6
20/03/2023 19:00,58.5,Weekday,Spring,12.9,40.932524,6.3,11.9,22.3,1
20/03/2023 20:00,5.4,Weekday,Spring,18,43.14832762,0.8,1.2,2.2,6
20/03/2023 21:00,33.3,Weekday,Spring,14.1,44.14023032,5.6,6.9,15.8,6
20/03/2023 22:00,24.8,Weekday,Spring,13.2,56.55350878,3.4,6.7,8.3,3
20/03/2023 23:00,12.8,Weekday,Spring,16.5,44.49006197,1.6,3.2,6.2,2
21/03/2023 0:00,54.6,Weekday,Spring,20.6,44.75115234,7.2,16.3,18.3,2
21/03/2023 1:00,53.2,Weekday,Spring,18.3,46.96467285,5.8,11.2,21.8,4
21/03/2023 2:00,28.4,Weekday,Spring,14,74.81179714,4.7,6.7,10,5
21/03/2023 3:00,57,Weekday,Spring,22.6,73.90486338,7.8,12.9,18.1,1
21/03/2023 4:00,23.8,Weekday,Spring,17.2,62.52103857,2.5,5.9,10.7,4
21/03/2023 5:00,69.6,Weekday,Spring,17.7,48.70232606,7.8,17.5,33.3,4
21/03/2023 6:00,84.4,Weekday,Spring,14.5,39.70051115,14.4,20.7,28.2,3
21/03/2023 7:00,85.6,Weekday,Spring,12.9,40.00435117,14.7,24.3,40,2
21/03/2023 8:00,55,Weekday,Spring,13.6,54.86926358,7.1,12.8,17,2
21/03/2023 9:00,188.3,Weekday,Spring,16.7,39.86272175,18.9,47.5,70,46
21/03/2023 10:00,192,Weekday,Spring,19,39.03025245,28.2,53.6,90.6,48
21/03/2023 11:00,192.8,Weekday,Spring,15.5,48.80425269,37.1,56.4,61.6,48
21/03/2023 12:00,234.7,Weekday,Spring,15.9,50.55155319,33,70.2,109,73
21/03/2023 13:00,215.3,Weekday,Spring,18.1,55.67559472,36.6,58.2,64.8,65
21/03/2023 14:00,176.2,Weekday,Spring,8.1,60.17625181,29.5,46.5,83.4,42
21/03/2023 15:00,229.3,Weekday,Spring,7.7,58.92659022,43.4,58.9,87,33
21/03/2023 16:00,189.8,Weekday,Spring,14.3,38.23664435,25.4,45.3,75.1,48
21/03/2023 17:00,54.6,Weekday,Spring,9.4,42.51893698,6.7,14.4,19.4,3
21/03/2023 18:00,73.2,Weekday,Spring,11.6,65.59639433,13.7,19.4,23.9,3
21/03/2023 19:00,50.6,Weekday,Spring,15.1,52.27900032,8,12.7,23.8,2
